,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,unnamed:_0,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
2262,0,0,2,0,2,1,2011,2,13,2262,4553.809528,61064,113,32,77,0,1,539.774172
2263,0,2,2,0,0,1,2011,2,8,2263,4318.433036,17572,110,0,35,0,1,639.769748
2264,0,0,3,1,4,1,2011,2,25,2264,14091.19449,99823,116,2,64,0,2,250.183388
2265,0,0,2,0,1,0,2011,2,27,2265,8693.631249,17453,118,12,70,1,9,566.4
2266,0,2,2,0,1,2,2011,1,31,2266,6661.181553,55663,166,19,63,0,1,194.739777
2267,0,0,3,0,1,2,2011,2,18,2267,2654.380994,73196,66,0,93,1,1,85.809817
2268,1,0,0,0,2,1,2011,1,29,2268,4428.031583,58577,110,6,62,0,1,303.872752
2269,0,0,0,0,0,1,2011,1,15,2269,5738.277584,88055,71,11,37,0,6,337.727542
2270,0,1,1,0,1,1,2011,2,14,2270,5815.049178,0,80,17,96,0,5,384.0
2271,0,0,0,0,2,1,2011,2,21,2271,4425.905071,80892,110,15,76,0,1,528.0
2272,1,0,3,1,4,1,2011,1,14,2272,2574.020376,34990,65,23,73,0,1,42.689135
2273,0,0,2,0,2,1,2011,1,29,2273,2832.513487,37124,72,4,17,0,1,430.518791
2274,0,0,0,0,1,1,2011,1,19,2274,4876.315707,22236,62,3,45,0,4,409.425049
2275,1,0,3,0,0,0,2011,2,3,2275,5181.620895,97131,64,5,80,0,6,307.2
2276,0,0,2,2,8,1,2011,1,9,2276,5947.215835,67760,74,19,19,0,3,465.278453
2277,0,0,1,0,2,1,2011,1,9,2277,2563.863345,0,69,13,74,0,1,97.691104
2278,0,0,2,0,1,1,2011,2,25,2278,15144.40954,0,62,6,44,1,2,307.649586
2279,0,0,0,1,3,1,2011,2,4,2279,5558.304507,37473,70,0,92,0,3,336.0
2280,0,0,0,0,1,1,2011,2,12,2280,8109.364607,32314,68,17,77,0,2,326.4
2281,0,2,2,1,4,1,2011,2,23,2281,15638.57599,49214,102,0,82,3,2,371.322406
2282,0,0,0,0,2,0,2011,2,24,2282,8334.317162,49851,69,27,85,1,2,331.2
2283,0,1,0,0,2,1,2011,1,12,2283,10418.31143,27951,91,32,4,0,2,436.8
2284,1,1,1,1,5,2,2011,1,27,2284,6846.150323,0,95,13,20,0,5,456.0
2285,0,0,3,0,1,1,2011,1,26,2285,9403.875138,56410,117,13,73,0,3,523.99823
2286,0,1,1,2,6,1,2011,2,19,2286,16985.49688,22497,212,15,71,0,7,1017.6
2287,0,0,2,0,1,1,2011,2,13,2287,21101.21422,61347,106,27,66,0,2,604.237801
2288,0,0,1,0,2,0,2011,2,4,2288,2914.955295,37803,74,26,51,0,1,355.2
2289,0,0,3,0,2,2,2011,2,28,2289,8593.866533,91276,105,14,4,0,4,504.0
2290,0,1,2,0,0,1,2011,2,22,2290,6861.745956,30816,87,10,43,0,4,237.57033
2291,0,0,2,1,5,1,2011,2,11,2291,2680.900678,41968,67,11,96,0,1,183.207703
2292,0,0,3,0,2,1,2011,2,25,2292,15797.98978,35754,199,21,54,0,3,612.973779
2293,0,0,3,0,1,0,2011,2,20,2293,2863.312165,36706,71,4,45,0,1,435.606086
2294,0,1,0,0,0,1,2011,1,29,2294,30061.69259,48258,249,12,86,0,2,1195.2
2295,0,1,3,0,2,1,2011,1,10,2295,10682.7619,52965,134,6,77,3,4,83.815183
2296,0,1,1,0,2,1,2011,1,24,2296,2746.90319,0,84,25,44,0,1,604.8
2297,0,0,1,0,1,0,2011,2,2,2297,2388.949198,0,65,8,5,0,1,455.644704
2298,0,0,0,0,1,1,2011,1,9,2298,13776.74135,62634,116,10,89,0,2,122.017931
2299,0,0,1,2,8,1,2011,2,28,2299,17263.64048,96917,61,24,2,0,2,71.942176
2300,1,2,0,0,2,0,2011,2,14,2300,4669.22664,76157,116,15,80,0,1,556.8
2301,0,0,2,1,5,1,2011,1,5,2301,4673.196379,53219,117,24,36,0,1,561.6
2302,0,2,2,0,2,2,2011,1,29,2302,4347.591949,81412,109,1,29,0,1,344.294164
2303,0,0,2,0,1,0,2011,2,18,2303,33873.18123,59744,105,1,79,0,2,476.486416
2304,0,0,2,1,4,0,2011,1,19,2304,9100.787395,38898,117,26,68,0,3,561.6
2305,0,1,0,0,1,1,2011,1,24,2305,6358.251692,0,94,19,98,2,4,17.938979
2306,0,0,2,0,0,1,2011,2,16,2306,2628.468543,99961,66,6,54,2,1,316.8
2307,0,1,0,0,0,1,2011,1,1,2307,7193.101159,30886,91,7,53,0,4,103.424766
2308,0,1,3,0,2,1,2011,2,4,2308,5039.869278,35984,128,7,68,3,1,275.577631
2309,0,1,2,0,2,0,2011,1,13,2309,3962.825542,0,125,27,97,4,1,539.5622
2310,0,0,0,0,2,0,2011,1,19,2310,6425.709981,0,181,13,16,0,1,1303.2
2311,0,1,3,0,2,1,2011,1,29,2311,15672.69696,0,139,4,35,0,2,667.2
2312,1,1,3,0,2,1,2011,1,16,2312,3237.996209,60244,83,3,72,3,1,326.281835
2313,0,0,0,0,2,1,2011,2,6,2313,12992.27561,0,72,8,61,0,2,518.4
2314,0,0,2,0,2,0,2011,2,12,2314,22217.96796,37553,187,34,7,0,2,897.6
2315,0,0,2,0,2,0,2011,2,25,2315,4931.258363,0,73,24,47,0,3,525.6
2316,1,2,2,0,2,1,2011,2,16,2316,4330.38602,60475,107,9,18,0,1,513.6
2317,0,0,4,0,2,1,2011,2,27,2317,8296.176276,0,111,3,59,0,9,672.91665
2318,0,1,2,0,2,1,2011,2,21,2318,8334.359986,0,136,7,61,2,3,979.2
2319,0,0,3,0,2,1,2011,1,4,2319,5348.071007,25545,69,19,49,0,9,331.2
2320,0,0,3,0,2,2,2011,1,23,2320,2398.740007,24182,66,12,32,0,1,316.8
2321,0,1,0,0,2,1,2011,1,14,2321,6622.05254,80979,84,32,27,2,3,25.961213
2322,0,0,1,1,5,1,2011,1,14,2322,4155.946211,0,62,8,20,0,7,446.4
2323,0,0,0,0,0,1,2011,2,4,2323,8430.059143,0,74,20,3,0,2,47.502366
2324,0,0,1,0,2,0,2011,2,1,2324,2545.518369,29250,64,27,30,0,1,308.240792
2325,0,0,3,0,2,1,2011,2,14,2325,5004.583872,33566,63,25,56,1,4,205.043307
2326,0,0,2,1,4,1,2011,1,11,2326,2899.702858,65247,72,14,55,0,1,381.238176
2327,0,1,0,0,0,1,2011,1,31,2327,6767.806751,39650,86,18,8,0,6,922.335972
2328,1,0,1,0,0,2,2011,2,19,2328,3123.080994,0,101,1,83,4,1,960.115399
2329,0,0,2,1,5,1,2011,1,16,2329,8184.691323,82680,68,8,86,0,2,326.4
2330,0,2,0,1,5,0,2011,1,5,2330,7636.279594,0,111,30,86,0,3,799.2
2331,0,1,2,0,0,1,2011,1,24,2331,9227.567263,0,129,15,42,0,3,619.2
2332,0,0,1,0,2,1,2011,2,7,2332,7587.337272,0,69,17,60,0,2,460.741097
2333,0,0,2,2,7,1,2011,1,29,2333,2191.133237,0,61,9,16,1,1,439.2
2334,0,0,0,1,3,1,2011,2,21,2334,5004.135361,86834,64,2,93,0,8,0.099007
2335,0,1,1,0,1,1,2011,2,2,2335,4794.931261,46143,122,15,85,0,1,223.028356
2336,0,1,4,0,0,1,2011,2,12,2336,26730.06042,21275,240,3,58,0,2,1152.0
2337,0,0,0,0,1,1,2011,1,30,2337,4260.765808,47746,106,9,4,0,1,246.696768
2338,0,2,2,1,3,1,2011,1,17,2338,15477.27854,51675,196,11,86,0,5,940.8
2339,0,0,2,0,1,1,2011,1,14,2339,5126.836814,85522,64,1,56,0,3,165.002742
2340,0,0,0,0,2,1,2011,1,26,2340,4068.092649,0,63,3,35,4,4,753.22565
2341,0,1,2,1,5,0,2011,1,27,2341,17712.20524,0,84,17,5,0,2,633.294203
2342,0,1,1,0,1,1,2011,2,14,2342,9775.816061,55632,123,35,98,0,7,478.609999
2343,0,1,0,2,8,0,2011,1,29,2343,20534.39224,0,93,24,25,0,2,669.6
2344,0,1,1,2,7,1,2011,2,19,2344,5800.188903,0,78,32,37,0,5,374.4
2345,0,1,1,0,2,2,2011,1,12,2345,3319.620511,69152,89,8,83,4,1,221.359492
2346,0,0,1,1,5,1,2011,2,5,2346,6529.431827,13476,67,3,30,2,2,433.588181
2347,0,0,0,0,2,0,2011,2,24,2347,7602.663689,0,105,2,84,0,5,914.538629
2348,0,0,2,0,1,1,2011,2,16,2348,2839.808041,33252,71,20,4,0,1,407.668083
2349,0,0,2,0,2,2,2011,1,16,2349,3288.209809,0,102,16,1,1,1,734.4
2350,0,0,2,0,2,2,2011,1,15,2350,15031.5645,59456,189,11,7,0,8,907.2
2351,0,0,1,0,2,0,2011,1,10,2351,5055.902381,88989,63,19,28,1,3,232.745161
2352,0,0,0,1,4,1,2011,2,8,2352,8012.917253,0,107,17,39,0,5,513.6
2353,0,0,2,0,0,1,2011,1,24,2353,8300.70769,17034,113,11,40,0,6,542.4
2354,0,0,2,0,2,0,2011,2,11,2354,2516.103555,88435,62,16,61,0,1,136.263492
2355,0,0,0,0,2,1,2011,1,22,2355,2749.407985,71445,70,6,95,2,1,336.0
2356,0,0,1,0,1,1,2011,2,7,2356,8071.334962,72149,101,18,43,0,6,69.310166
2357,1,1,1,0,2,1,2011,1,3,2357,2867.312197,23376,78,19,18,0,1,374.4
2358,1,0,0,0,2,0,2011,2,28,2358,7285.030983,44788,61,6,48,0,2,386.031248
2359,1,2,1,0,1,1,2011,1,28,2359,4118.588554,69379,103,14,79,0,1,494.4
2360,0,1,1,0,1,1,2011,2,18,2360,5293.368089,38521,134,15,71,0,1,557.184015
2361,0,0,0,0,1,1,2011,1,3,2361,13265.96256,34482,67,4,6,0,2,83.830109
2362,0,0,1,0,1,0,2011,2,14,2362,2369.439009,0,68,35,35,0,1,487.345606
2363,1,0,2,1,4,1,2011,1,28,2363,9816.528302,37256,62,15,7,0,2,128.969729
2364,0,2,2,0,0,1,2011,1,7,2364,21914.40548,77311,181,18,36,0,2,113.609508
2365,0,0,1,0,0,1,2011,2,5,2365,5143.88351,39268,66,30,96,1,9,188.870427
2366,0,1,2,1,5,1,2011,2,3,2366,3136.698216,59644,79,15,94,0,1,379.2
2367,0,0,0,0,1,1,2011,1,6,2367,7713.819259,0,68,2,33,0,2,326.4
2368,1,1,1,0,2,1,2011,1,3,2368,2867.312197,23376,78,19,18,0,1,374.4
2369,0,0,2,0,1,0,2011,1,5,2369,11516.40557,50854,73,15,72,0,2,101.489422
2370,0,1,1,0,2,1,2011,1,25,2370,15025.19126,35158,76,14,27,0,2,165.958605
2371,0,0,0,0,0,2,2011,1,4,2371,4013.849907,15413,106,4,67,0,1,508.8
2372,0,1,2,0,2,1,2011,1,17,2372,3288.825448,17860,99,16,0,2,1,656.122925
2373,1,2,3,0,2,1,2011,2,13,2373,13736.1325,16181,181,22,79,0,8,1261.319869
2374,0,1,0,0,0,1,2011,2,12,2374,3890.87081,91182,96,8,90,0,1,249.140907
2375,0,0,1,0,1,0,2011,1,16,2375,5701.277221,41154,72,6,7,1,8,345.6
2376,0,0,0,0,1,2,2011,1,24,2376,2590.214327,18746,68,21,93,0,1,326.4
2377,0,1,2,0,2,0,2011,1,19,2377,3223.331519,70277,80,23,4,0,1,84.818806
2378,0,0,1,0,1,1,2011,1,24,2378,4912.025292,0,66,23,38,0,4,668.158687
2379,0,1,2,0,2,0,2011,1,25,2379,6532.010543,24919,84,21,2,1,5,420.420755
2380,0,1,1,0,2,1,2011,2,27,2380,8012.124825,0,79,22,82,0,2,335.234102
2381,1,1,0,0,2,2,2011,2,24,2381,3731.504584,0,96,31,34,0,1,460.8
2382,0,0,0,0,0,1,2011,2,3,2382,2702.380487,46370,68,28,86,1,1,326.4
2383,0,0,3,0,2,1,2011,2,3,2383,23207.24981,89918,115,14,42,0,2,423.116739
2384,0,1,0,0,1,1,2011,2,17,2384,3347.028677,37138,85,4,13,0,1,612.0
2385,1,0,0,0,0,1,2011,2,4,2385,8382.630118,19683,117,17,41,1,9,561.6
2386,0,0,2,0,2,1,2011,2,7,2386,11793.12528,32214,100,5,6,0,2,296.560998
2387,0,0,2,0,0,1,2011,2,11,2387,2965.71995,26472,74,22,31,0,1,355.2
2388,0,0,1,0,2,0,2011,1,12,2388,5646.323845,39841,72,9,40,0,5,440.128707
2389,0,0,0,0,2,0,2011,1,25,2389,2452.491364,51085,62,4,58,1,1,406.902001
2390,0,0,2,1,5,1,2011,2,2,2390,5953.213546,61006,74,6,99,0,9,73.919629
2391,0,2,1,0,1,1,2011,2,23,2391,12883.81001,34148,109,27,30,0,2,451.566751
2392,1,0,0,0,2,1,2011,1,15,2392,2471.528431,95697,61,16,55,0,1,114.273025
2393,0,0,1,0,2,0,2011,2,14,2393,2927.07045,75685,73,35,47,0,1,369.918482
2394,0,0,0,0,1,1,2011,1,30,2394,8400.788878,20870,72,20,90,0,2,345.6
2395,0,0,0,0,1,0,2011,2,9,2395,2729.126448,66900,68,15,20,0,1,326.4
2396,0,0,2,2,8,1,2011,1,20,2396,7643.068919,0,106,22,51,1,8,508.8
2397,0,0,0,0,1,1,2011,2,1,2397,2493.591571,37043,68,25,89,3,1,30.984936
2398,0,0,1,0,2,1,2011,1,19,2398,4170.572119,42837,106,15,39,0,1,290.580543
2399,0,0,1,2,7,0,2011,2,27,2399,4908.207958,33305,62,3,12,0,5,353.77899
2400,0,0,0,0,1,1,2011,2,18,2400,3891.583881,0,103,8,35,0,1,558.281543
2401,0,0,0,0,0,1,2011,2,4,2401,2682.423898,24823,69,23,66,0,1,229.279059
2402,0,1,1,0,2,2,2011,2,3,2402,10003.24729,98192,84,2,64,1,2,403.2
2403,0,0,1,0,2,2,2011,1,16,2403,13094.60875,88249,108,9,71,0,2,244.803741
2404,0,0,3,0,1,0,2011,1,10,2404,5719.785738,54585,71,33,39,1,3,340.8
2405,0,2,3,0,2,1,2011,1,25,2405,9393.968332,39770,117,11,37,0,3,561.6
2406,0,1,3,0,1,2,2011,2,8,2406,3433.82408,85367,85,27,20,0,1,67.975243
2407,0,0,2,0,1,0,2011,2,6,2407,4932.878744,74809,61,7,35,0,3,283.787384
2408,0,0,2,0,2,1,2011,2,6,2408,13610.10746,50144,114,0,35,0,2,786.934186
2409,0,1,3,0,2,1,2011,1,3,2409,2913.323811,20075,79,7,2,1,1,483.731784
2410,0,0,0,0,2,1,2011,2,13,2410,5111.304579,76448,63,9,13,0,3,302.4
2411,0,0,0,0,2,2,2011,1,22,2411,4540.381153,59556,113,11,86,0,1,681.505066
2412,0,0,1,0,0,1,2011,2,9,2412,5598.273622,14174,72,1,62,0,8,345.6
2413,0,0,0,0,0,1,2011,1,8,2413,9638.066778,35230,61,27,2,1,2,16.214764
2414,0,1,0,1,5,0,2011,1,22,2414,9801.287358,0,91,33,38,0,2,436.8
2415,1,0,1,1,5,1,2011,2,8,2415,5504.139033,0,73,18,45,0,5,350.4
2416,0,2,0,1,4,0,2011,1,9,2416,8447.801005,0,114,2,45,0,7,547.2
2417,0,0,0,0,1,1,2011,1,30,2417,19927.63513,51352,66,21,87,3,2,95.661376
2418,0,0,2,0,1,0,2011,1,18,2418,5815.261714,76675,72,5,38,0,9,141.718568
2419,0,0,2,0,1,0,2011,2,19,2419,18690.34066,0,68,6,94,0,2,326.4
2420,0,0,2,0,1,1,2011,1,20,2420,7224.235434,0,72,27,21,2,2,297.419028
2421,0,0,0,0,0,1,2011,1,24,2421,8595.982289,94242,71,35,7,1,2,41.229484
2422,0,2,1,0,2,1,2011,1,7,2422,12362.08766,0,113,4,92,0,2,217.92632
2423,0,1,0,1,5,1,2011,1,4,2423,4916.303715,71153,122,1,94,0,1,209.019238
2424,0,1,0,0,2,1,2011,2,26,2424,8935.274872,63326,225,5,99,0,1,1080.0
2425,0,0,1,2,6,1,2011,1,29,2425,5433.214031,29629,71,21,51,4,5,228.443418
2426,0,0,0,1,3,0,2011,1,1,2426,4847.24253,0,69,0,32,0,7,599.152722
2427,0,0,3,1,3,0,2011,2,23,2427,5714.165863,23726,74,1,83,0,9,355.2
2428,0,1,0,1,5,1,2011,2,19,2428,10097.68732,48999,86,6,65,3,2,412.8
2429,1,1,1,0,0,0,2011,1,10,2429,4726.869327,13037,124,28,49,0,1,839.348464
2430,0,0,2,1,5,2,2011,1,30,2430,7079.790277,24245,63,0,22,0,2,302.4
2431,0,1,1,1,5,1,2011,2,21,2431,5395.434909,44047,137,12,38,0,1,969.232217
2432,0,2,1,0,2,1,2011,1,22,2432,9452.996411,91942,117,34,61,0,3,561.6
2433,0,0,0,0,1,1,2011,2,27,2433,5284.312599,37640,67,25,74,0,4,174.046849
2434,0,0,0,0,0,1,2011,2,12,2434,20215.3918,77058,63,16,42,0,2,119.331041
2435,0,0,0,1,3,1,2011,2,12,2435,2510.054168,0,73,29,38,0,1,525.6
2436,0,0,2,0,1,1,2011,1,12,2436,19884.91592,63755,62,28,40,0,2,291.860708
2437,1,1,4,0,2,1,2011,1,8,2437,4014.453113,37384,99,9,17,0,1,475.2
2438,0,0,3,0,2,2,2011,2,28,2438,2540.689797,42557,65,4,35,0,1,57.562324
2439,0,1,0,2,7,1,2011,1,2,2439,27382.81893,45473,76,10,29,0,2,188.938397
2440,0,0,1,0,0,1,2011,2,4,2440,4875.31604,10743,70,12,64,2,8,336.0
2441,0,2,0,0,1,1,2011,1,11,2441,12324.2654,0,113,5,90,0,2,813.6
2442,0,0,2,0,1,1,2011,2,19,2442,2280.386988,0,61,16,29,0,1,283.881697
2443,0,0,0,0,0,0,2011,2,7,2443,4165.994433,0,64,27,32,3,5,575.890362
2444,1,0,1,0,1,1,2011,1,18,2444,4974.801539,75644,65,5,68,3,9,467.803638
2445,0,0,1,0,2,1,2011,2,14,2445,2404.917967,63455,61,26,71,0,1,287.654819
2446,0,1,1,2,8,2,2011,1,31,2446,3032.816016,73782,76,11,97,0,1,111.622054
2447,0,0,1,1,5,0,2011,2,2,2447,2891.272351,80590,71,4,19,0,1,134.158389
2448,0,1,1,0,1,1,2011,1,7,2448,15261.41386,59797,127,4,50,0,2,609.6
2449,1,1,1,0,0,1,2011,2,3,2449,5015.009472,48567,130,12,15,0,1,624.0
2450,0,0,1,0,2,1,2011,1,18,2450,5325.394799,62470,66,34,84,0,4,243.766542
2451,0,0,2,0,0,0,2011,2,26,2451,5291.395332,57338,66,9,85,0,3,316.8
2452,0,0,0,0,0,1,2011,1,16,2452,16107.19004,63288,199,12,92,0,5,558.433218
2453,0,0,1,0,2,1,2011,1,29,2453,7605.637524,55281,192,22,68,1,1,921.6
2454,0,1,2,2,6,0,2011,2,17,2454,3065.365332,22985,77,4,65,0,1,458.056054
2455,0,1,2,1,5,1,2011,1,8,2455,6245.575806,39608,78,14,15,1,7,22.961216
2456,0,0,0,1,5,1,2011,2,10,2456,9406.381948,99189,117,27,27,0,3,75.302707
2457,0,2,0,0,2,0,2011,1,5,2457,7815.46882,0,112,27,46,0,4,574.102379
2458,0,1,2,0,2,1,2011,1,31,2458,9747.99401,0,92,7,89,0,2,514.360634
2459,1,0,2,0,2,1,2011,2,12,2459,4686.469674,58089,118,31,83,0,1,566.4
2460,0,0,2,0,2,2,2011,2,21,2460,8869.619888,81350,110,1,28,0,9,228.185834
2461,0,0,0,0,0,1,2011,1,20,2461,4741.808942,0,65,2,73,0,8,731.289267
2462,0,1,2,0,2,1,2011,1,25,2462,24178.68478,43704,201,29,67,0,2,1064.482165
2463,0,0,2,0,2,0,2011,1,22,2463,7951.777533,75497,100,5,72,0,3,71.773341
2464,0,1,4,1,4,1,2011,2,22,2464,6762.082924,40372,85,15,17,0,4,76.975713
2465,0,1,2,1,5,0,2011,1,14,2465,3044.78946,17489,85,31,28,0,1,587.689075
2466,0,0,0,0,1,1,2011,2,3,2466,5908.16294,86277,74,19,33,0,3,212.039619
2467,0,0,2,0,0,0,2011,2,15,2467,4574.547243,0,63,3,5,0,6,453.6
2468,0,0,1,1,5,1,2011,1,5,2468,8377.499751,0,74,14,38,0,2,355.2
2469,1,1,2,2,8,1,2011,1,11,2469,22332.43946,49078,97,10,3,0,2,484.013411
2470,1,0,0,0,1,2,2011,1,6,2470,5838.89915,81082,73,5,85,0,4,281.295903
2471,0,0,1,0,2,1,2011,2,6,2471,7577.065297,0,116,20,9,2,6,835.2
2472,0,0,2,0,2,1,2011,2,24,2472,8012.841201,40635,102,4,45,0,6,489.6
2473,0,0,1,0,1,1,2011,1,12,2473,9217.978125,26351,119,14,87,0,7,571.2
2474,0,1,0,0,1,2,2011,1,28,2474,2749.189304,0,80,15,83,0,1,824.487259
2475,0,1,2,1,5,1,2011,1,11,2475,3588.87609,42836,89,32,99,0,1,244.580023
2476,0,0,4,0,0,1,2011,2,27,2476,3954.538361,40175,102,34,78,1,1,154.721555
2477,1,1,2,0,1,1,2011,1,5,2477,3230.576665,62873,81,0,41,0,1,207.75186
2478,0,0,0,0,0,1,2011,2,4,2478,5158.648497,0,74,24,98,0,5,588.936956
2479,0,0,2,0,1,1,2011,2,8,2479,2776.582901,50985,71,7,31,0,1,307.68931
2480,0,2,0,0,1,1,2011,2,28,2480,12836.00951,0,116,6,28,0,2,835.2
2481,0,1,1,0,1,0,2011,1,6,2481,28421.57022,42803,245,21,56,0,2,889.288242
2482,0,0,2,0,2,0,2011,1,18,2482,2276.392936,0,69,34,13,1,1,624.980751
2483,0,1,0,1,5,2,2011,2,26,2483,3895.961837,35970,98,29,81,0,1,470.4
2484,0,0,1,1,4,0,2011,1,26,2484,4247.683347,44537,106,13,42,0,1,441.907057
2485,1,1,2,0,0,1,2011,2,23,2485,6005.847375,13528,86,21,35,0,3,412.8
2486,1,0,2,0,1,2,2011,1,24,2486,2719.506996,14030,72,11,3,0,1,345.6
2487,0,0,2,1,3,0,2011,2,16,2487,4185.757242,0,64,0,56,0,3,492.644465
2488,1,0,1,0,1,1,2011,1,11,2488,33473.34946,33190,106,18,95,0,2,508.8
2489,0,0,2,0,1,0,2011,1,29,2489,7331.508054,0,100,1,25,0,4,61.580247
2490,0,2,1,0,0,0,2011,1,3,2490,9320.284812,21033,118,5,22,0,8,738.975495
2491,0,1,2,1,4,1,2011,1,8,2491,3312.323945,26285,84,7,1,0,1,403.2
2492,0,0,1,1,4,1,2011,2,14,2492,5560.278162,0,74,29,52,0,8,65.953005
2493,0,0,2,0,2,1,2011,1,6,2493,8214.602384,73245,68,33,48,0,2,305.121363
2494,0,0,1,0,0,0,2011,2,13,2494,8647.139152,0,119,5,31,0,3,244.816163
2495,0,0,0,0,0,1,2011,2,24,2495,4446.738622,0,61,32,42,0,3,616.279356
2496,0,0,1,1,3,0,2011,1,17,2496,7769.841954,74365,193,11,85,0,1,926.4
2497,0,1,4,0,2,1,2011,2,7,2497,3911.118202,30821,97,27,59,0,1,451.319227
2498,0,0,0,1,3,1,2011,1,2,2498,2731.520409,69844,68,5,9,0,1,184.379697
2499,0,1,1,0,1,1,2011,1,30,2499,8401.788653,0,124,15,86,0,8,595.2
2500,0,0,3,0,2,1,2011,1,2,2500,5875.038074,55836,73,8,87,0,7,314.936185
2501,0,1,0,1,4,0,2011,2,10,2501,6188.379423,40352,77,31,33,0,3,406.367233
2502,0,0,1,0,2,1,2011,1,31,2502,4506.577736,14985,116,12,45,0,1,571.319514
2503,0,1,4,0,0,1,2011,1,15,2503,10548.53703,27458,131,18,62,1,3,730.373515
2504,0,2,1,0,2,1,2011,2,26,2504,35203.57475,56343,295,11,69,0,2,1612.962321
2505,0,0,2,0,0,1,2011,1,1,2505,8193.750001,12780,111,17,53,2,6,225.437098
2506,0,1,1,0,2,1,2011,1,22,2506,5313.436344,68558,131,16,11,0,1,280.903779
2507,0,2,2,0,2,1,2011,2,22,2507,4379.770178,47747,111,31,76,0,1,165.588524
2508,0,1,1,1,4,0,2011,1,23,2508,20885.55547,16113,81,27,19,0,2,494.890996
2509,0,1,1,0,2,1,2011,1,3,2509,2771.963072,0,79,6,55,0,1,379.2
2510,0,0,0,0,2,2,2011,1,7,2510,5461.548993,39626,69,23,0,0,3,485.705851
2511,0,0,0,1,4,1,2011,2,17,2511,2570.235172,49304,65,28,48,0,1,312.0
2512,1,0,0,0,2,1,2011,1,5,2512,2227.072755,27972,61,7,38,0,1,292.8
2513,0,0,2,0,2,1,2011,2,3,2513,5394.000979,27568,68,0,62,0,3,278.689331
2514,1,0,1,0,2,2,2011,1,15,2514,2300.691547,25905,63,21,12,0,1,302.4
2515,0,0,1,1,5,1,2011,1,3,2515,25360.10404,21442,108,16,83,0,2,518.4
2516,0,2,0,2,7,1,2011,1,14,2516,4374.038985,34516,113,12,70,3,1,42.950852
2517,0,0,0,0,0,0,2011,2,8,2517,4953.358432,0,68,11,90,0,4,342.468248
2518,0,2,2,0,2,2,2011,2,1,2518,4590.811214,28354,118,33,20,0,1,320.327775
2519,0,0,2,0,2,2,2011,1,21,2519,5062.37379,0,72,22,58,0,5,345.6
2520,1,0,3,0,0,1,2011,1,26,2520,9075.768214,37722,116,8,23,0,8,158.077504
2521,0,0,1,0,1,0,2011,1,25,2521,8133.157212,32021,70,12,58,0,2,336.0
2522,0,0,1,0,2,1,2011,2,24,2522,2869.301319,13393,73,31,11,0,1,34.708194
2523,0,0,2,0,0,1,2011,2,5,2523,27937.75093,13624,117,4,11,0,2,561.6
2524,0,0,2,0,1,1,2011,1,19,2524,2606.186321,27800,67,9,78,0,1,321.6
2525,0,0,2,0,1,1,2011,2,4,2525,7764.273102,58419,191,29,6,0,1,202.468807
2526,0,1,0,0,2,1,2011,2,8,2526,18380.39026,50407,92,30,67,0,2,352.060768
2527,0,1,1,0,2,2,2011,2,5,2527,6102.953572,0,84,0,76,0,4,856.347474
2528,0,0,0,0,0,1,2011,1,24,2528,9191.672825,77603,114,10,83,0,8,547.2
2529,0,2,2,0,2,1,2011,1,23,2529,9581.281433,75606,119,6,97,0,7,571.2
2530,0,1,1,0,2,1,2011,2,19,2530,7532.262392,41458,98,6,67,0,3,191.100227
2531,0,0,2,0,2,1,2011,1,20,2531,2795.321353,0,74,6,61,0,1,420.765993
2532,0,1,0,0,2,1,2011,2,25,2532,5673.840992,0,82,13,87,0,7,445.001296
2533,0,0,1,0,2,1,2011,1,1,2533,15016.18511,70619,187,2,84,0,3,293.948632
2534,0,1,4,0,2,1,2011,1,10,2534,3087.249746,41273,77,16,19,0,1,221.226696
2535,0,0,2,0,2,1,2011,1,6,2535,5480.701059,46946,70,10,37,0,9,336.0
2536,0,2,2,1,5,1,2011,2,13,2536,7944.973807,0,113,10,97,0,9,542.4
2537,0,0,1,0,0,0,2011,1,14,2537,8543.247323,99180,106,15,20,0,3,33.751887
2538,1,0,2,0,0,1,2011,2,24,2538,5380.898636,55350,67,0,13,0,9,321.6
2539,1,0,2,0,2,1,2011,1,10,2539,4650.063763,28215,65,15,26,0,3,468.0
2540,0,0,2,0,2,1,2011,1,30,2540,36946.06393,75425,116,25,88,1,2,663.643801
2541,0,1,0,2,6,1,2011,1,25,2541,3314.55133,63583,83,15,8,0,1,167.39959
2542,0,0,1,0,0,0,2011,1,12,2542,4566.377261,0,66,27,28,0,3,475.2
2543,1,1,0,0,2,1,2011,1,27,2543,5597.12496,37995,139,16,50,0,1,667.2
2544,0,0,3,0,1,2,2011,1,23,2544,2540.551456,37125,63,29,78,0,1,290.911693
2545,0,0,2,0,2,1,2011,1,29,2545,2939.330187,53357,73,4,77,0,1,55.320014
2546,0,0,1,1,5,1,2011,1,23,2546,16068.34838,70140,199,25,15,0,7,955.2
2547,0,0,2,0,1,0,2011,1,16,2547,7360.873696,52380,186,27,76,2,1,892.8
2548,0,0,0,1,4,1,2011,1,29,2548,2700.985899,79292,67,18,58,0,1,55.394702
