,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
58,105815,KS,M,452.0,270,300.0,297,324.0,11198.0,14.8,20.0
59,31778,FL,M,986.0,485,495.0,530,539.0,18013.0,20.11111111,25.0
60,112084,AR,M,655.0,215,247.0,267,305.0,12067.0,14.44,14.0
61,58850,KY,M,459.0,133,195.0,237,258.0,13898.0,3.52173913,6.0
62,185901,TX,M,674.0,317,402.0,458,553.0,19769.0,5.3636363639999995,10.0
63,134566,UT,F,728.0,265,304.0,315,339.0,8896.0,10.35714286,10.0
64,185819,CA,M,4153.0,580,886.0,640,891.0,35520.0,12.0,13.0
65,3985,TX,F,348.0,197,223.0,239,265.0,7978.0,10.22692308,12.0
66,23321,SC,F,869.0,426,505.0,465,511.0,17534.0,7.25,10.0
67,158978,CA,M,1876.0,393,404.0,419,450.0,11692.0,10.83333333,15.0
68,14388,FL,M,865.0,341,387.0,392,432.0,15630.0,6.266666667000001,10.0
69,12779,CA,M,666.0,213,253.0,268,288.0,8943.0,8.166666667000001,10.0
70,39667,FL,M,809.0,358,389.0,411,446.0,16099.0,13.71428571,15.0
71,163731,CA,M,4763.0,502,534.0,551,609.0,24002.0,9.888888889,11.0
72,156457,CA,F,0.0,0,0.0,0,0.0,0.0,15.0,25.0
73,100369,MO,F,987.0,296,354.0,344,412.0,17097.0,28.0,28.0
74,46201,FL,M,2444.0,729,780.0,737,782.0,28668.0,15.0,15.0
75,118182,TX,M,503.0,213,255.0,262,292.0,9495.0,4.5,5.0
76,67,NM,F,1004.0,189,247.0,236,313.0,12667.0,5.05,5.0
77,116951,TX,F,1565.0,717,780.0,704,784.0,27276.0,6.1,6.0
78,160032,CA,F,872.0,294,307.0,343,356.0,12433.0,20.4,25.0
79,60694,IN,F,501.0,305,374.0,354,399.0,13073.0,20.77777778,25.0
80,80387,WI,F,331.0,154,237.0,217,273.0,10270.0,4.444444444,5.0
81,158143,CA,M,620.0,236,270.0,279,309.0,10406.0,12.36142857,16.0
82,25277,SC,M,747.0,369,457.0,396,488.0,18371.0,15.0,17.0
83,179454,WA,F,936.0,237,304.0,257,308.0,9875.0,9.5,20.0
84,145899,NC,feamale,1491.0,396,489.0,472,566.0,26286.0,14.0,20.0
85,183790,WA,F,756.0,333,372.0,391,430.0,14127.0,8.769230769,14.0
86,119538,TX,F,487.0,217,222.0,247,262.0,10468.0,9.888888889,16.0
87,24991,SC,M,651.0,310,345.0,337,382.0,12428.0,7.6111111110000005,11.0
88,113501,OK,F,693.0,404,479.0,439,486.0,16698.0,5.125,5.0
89,185353,CA,F,1063.0,150,148.0,206,223.0,6871.0,3.035714286,3.0
90,72308,MI,F,609.0,403,424.0,422,466.0,14455.0,19.25,46.0
91,110519,LA,M,732.0,366,374.0,432,459.0,16287.0,10.70588235,17.0
92,124193,TX,U,439.0,268,301.0,307,341.0,10164.0,5.8,6.0
93,181526,WA,F,871.0,339,355.0,363,384.0,11889.0,9.5,13.0
94,2796,AK,Male,682.0,374,423.0,416,469.0,17213.0,15.0,25.0
95,67954,MI,F,313.0,159,256.0,220,274.0,7661.0,16.25,35.0
96,93809,IL,M,1059.0,334,513.0,392,528.0,17632.0,7.583333333,10.0
97,109520,LA,M,687.0,257,310.0,291,328.0,10271.0,9.0,15.0
98,76051,IA,M,397.0,248,270.0,296,313.0,10348.0,14.4,20.0
99,145521,CA,F,2516.0,595,649.0,641,691.0,22684.0,13.65517241,16.0
100,87533,MT,feamale,747.0,289,318.0,347,387.0,14744.0,11.625,5.0
101,82026,WI,F,506.0,270,323.0,326,346.0,12940.0,8.6,12.0
102,97055,IL,F,412.0,311,354.0,342,380.0,13227.0,9.333333332999999,22.0
103,74701,MI,F,360.0,206,239.0,233,267.0,9463.0,9.142857142999999,20.0
104,183374,WA,male,423.0,208,229.0,261,296.0,9445.0,4.380952381,10.0
105,28565,GA,F,745.0,304,275.0,353,342.0,14465.0,5.166666667,7.0
106,139628,NM,M,691.0,284,294.0,319,337.0,11852.0,17.16,20.0
107,113686,OK,J,657.0,358,366.0,357,366.0,10889.0,10.0,15.0
108,123862,TX,F,978.0,428,559.0,475,609.0,23102.0,4.333333333,3.0
109,151629,CA,F,1586.0,308,321.0,337,369.0,11913.0,9.5,15.0
110,5404,LA,U,587.0,291,302.0,317,331.0,10789.0,17.53846154,10.0
111,150516,CA,F,3304.0,567,614.0,629,669.0,21745.0,24.05882353,25.0
112,31911,VA,F,800.0,294,358.0,333,376.0,13480.0,4.285714286,5.0
113,2379,MI,M,1596.0,549,603.0,631,672.0,23345.0,10.875,10.0
114,151455,CA,F,2105.0,301,314.0,372,395.0,13279.0,15.33333333,20.0
115,90499,IL,F,1480.0,560,684.0,635,718.0,22088.0,7.617021277,10.0
116,177307,OR,F,585.0,216,266.0,255,292.0,10423.0,9.727272727,10.0
117,65423,MI,F,1033.0,488,611.0,565,651.0,22157.0,10.33333333,10.0
118,95800,IL,M,340.0,147,178.0,217,252.0,7173.0,10.2,20.0
119,91965,IL,F,1708.0,342,413.0,374,455.0,21795.0,12.6875,16.0
120,104721,KS,F,1419.0,694,698.0,766,777.0,25024.0,7.3636363639999995,10.0
121,165177,CA,F,2698.0,563,593.0,572,599.0,18228.0,10.81818182,5.0
122,156929,CA,U,2688.0,306,367.0,418,449.0,24944.0,8.642857142999999,15.0
123,52549,TN,M,556.0,202,346.0,270,389.0,14382.0,13.11111111,30.0
124,51706,TN,M,972.0,193,278.0,281,318.0,8716.0,11.42857143,15.0
125,117969,TX,F,498.0,227,278.0,282,315.0,10907.0,7.454545455,9.0
126,2235,FL,M,878.0,285,331.0,349,410.0,16534.0,10.47058824,12.0
127,161023,CA,M,883.0,281,333.0,315,362.0,11791.0,14.85714286,20.0
128,139887,NM,F,670.0,231,287.0,282,290.0,9443.0,11.66666667,20.0
129,186212,NM,M,589.0,270,317.0,292,325.0,10889.0,8.588235294,7.0
130,162759,CA,F,2620.0,481,490.0,519,523.0,16047.0,14.42857143,18.0
131,95654,IL,M,677.0,426,466.0,442,489.0,18718.0,10.66666667,20.0
132,101774,MO,F,464.0,164,257.0,224,285.0,9685.0,8.222222222000001,8.0
133,21710,NC,M,600.0,257,308.0,292,349.0,12433.0,9.52631579,10.0
134,65565,MI,F,707.0,282,393.0,383,474.0,15832.0,4.176470588,10.0
135,171631,CA,F,1537.0,495,509.0,528,544.0,17689.0,11.19230769,10.0
136,24869,SC,F,682.0,366,464.0,421,498.0,14538.0,8.0,8.0
137,129846,SD,M,867.0,483,492.0,524,536.0,18757.0,12.5,11.0
138,150379,CA,F,1943.0,312,353.0,355,381.0,16083.0,20.0,20.0
139,36590,FL,M,1037.0,439,456.0,511,529.0,18050.0,10.0,10.0
140,59744,IN,F,595.0,284,317.0,333,406.0,13860.0,9.0,16.0
141,31893,IL,F,375.0,267,270.0,295,296.0,8354.0,20.0,20.0
142,46884,AL,F,397.0,229,329.0,336,386.0,13233.0,9.777777777999999,15.0
143,66745,MI,F,584.0,283,386.0,307,386.0,14843.0,15.0,5.0
144,10709,WA,F,534.0,206,231.0,248,272.0,9104.0,13.55555556,23.0
145,73984,MI,M,362.0,209,235.0,246,275.0,8558.0,9.722222222000001,10.0
146,27597,GA,M,991.0,493,506.0,532,548.0,17344.0,5.8,9.0
147,150587,CA,U,1805.0,398,394.0,441,447.0,14703.0,10.66666667,20.0
148,187191,GA,F,2639.0,436,594.0,584,764.0,35502.0,15.0,25.0
149,85357,MN,F,476.0,202,274.0,236,304.0,10581.0,10.73333333,15.0
150,156866,CA,M,3393.0,537,553.0,589,580.0,22083.0,20.0,25.0
151,164513,AE,F,0.0,0,0.0,0,0.0,0.0,12.5,50.0
152,163369,CA,F,2250.0,181,159.0,192,167.0,11346.0,6.0,6.0
153,551,TX,F,340.0,180,227.0,235,279.0,9343.0,15.33333333,20.0
154,18750,NC,female,482.0,302,328.0,396,462.0,15573.0,12.5,20.0
155,81277,WI,F,322.0,233,258.0,291,320.0,10317.0,15.0,25.0
156,128121,TX,F,655.0,406,432.0,430,481.0,16426.0,9.0,10.0
157,84199,MN,F,908.0,487,482.0,499,493.0,14526.0,5.090909091,5.0
158,183476,WA,F,718.0,471,508.0,497,541.0,18190.0,11.07692308,25.0
159,162994,CA,M,2750.0,252,332.0,302,392.0,19558.0,10.66666667,10.0
160,32040,GA,M,397.0,184,219.0,237,285.0,9831.0,9.333333332999999,20.0
161,65968,MI,M,1040.0,220,309.0,256,278.0,14610.0,7.9375,9.0
162,135896,Arizona,M,675.0,186,238.0,207,265.0,11355.0,6.1111111110000005,2.0
163,46461,FL,M,719.0,381,398.0,389,410.0,13552.0,11.33333333,12.0
164,2396,FL,F,588.0,233,249.0,254,266.0,10309.0,8.333333332999999,5.0
165,93500,IL,F,1053.0,368,419.0,402,465.0,15176.0,8.333333332999999,10.0
166,90899,IL,F,419.0,279,295.0,296,303.0,7285.0,12.0,17.0
167,116542,TX,U,481.0,172,218.0,227,264.0,9264.0,15.0,20.0
168,29868,GA,F,803.0,397,407.0,432,441.0,15380.0,20.0,25.0
169,171521,CA,F,886.0,318,339.0,360,388.0,12332.0,5.222222222,6.0
170,18953,NC,female,1093.0,580,587.0,629,636.0,20815.0,7.333333333,11.0
171,102780,MO,F,257.0,148,264.0,194,273.0,10050.0,10.125,16.0
172,136372,Arizona,M,1453.0,419,426.0,486,497.0,24530.0,25.0,10.0
173,19581,NC,female,821.0,427,433.0,456,475.0,15937.0,6.654411765,25.0
174,121410,TX,M,931.0,416,636.0,543,725.0,29273.0,15.0,15.0
175,99736,MO,F,496.0,330,349.0,360,390.0,13546.0,5.571428571,20.0
176,54441,MS,female,463.0,181,231.0,227,258.0,8369.0,12.75,30.0
177,144735,CA,F,5649.0,750,828.0,801,888.0,37961.0,8.615384615,10.0
178,39257,FL,J,1093.0,364,424.0,392,441.0,15640.0,9.25,25.0
179,136716,Arizona,M,852.0,344,450.0,394,498.0,19967.0,12.5,25.0
180,145310,CA,F,3100.0,133,488.0,306,497.0,18262.0,18.33333333,20.0
181,40351,FL,F,1074.0,505,524.0,528,553.0,16470.0,28.0,30.0
182,43321,FL,F,1452.0,352,397.0,410,467.0,20619.0,25.0,25.0
183,14009,MI,F,813.0,246,263.0,297,313.0,11406.0,9.25,3.0
184,187517,TX,M,333.0,205,219.0,278,319.0,10286.0,16.42857143,25.0
185,22924,SC,F,536.0,261,296.0,278,307.0,8438.0,4.944444444,10.0
186,65124,MI,F,850.0,484,501.0,465,495.0,17174.0,8.230769231,5.0
187,98437,IL,F,443.0,268,347.0,320,380.0,12966.0,5.727272727000001,10.0
188,54369,MS,M,467.0,206,261.0,260,308.0,9725.0,6.666666667,6.0
189,155856,CA,F,1207.0,284,303.0,458,488.0,19872.0,7.25,10.0
190,107321,NE,M,490.0,250,299.0,288,345.0,11320.0,3.269230769,20.0
191,139500,NM,F,805.0,207,243.0,237,289.0,10226.0,8.266666667,20.0
192,108381,LA,M,638.0,220,243.0,255,291.0,11076.0,15.66666667,20.0
193,129653,CO,M,1208.0,571,594.0,616,660.0,20295.0,15.0,15.0
194,102795,MO,M,198.0,208,252.0,261,297.0,9961.0,15.0,10.0
195,178085,OR,M,443.0,204,218.0,232,267.0,9473.0,10.42857143,20.0
196,12819,MO,F,1284.0,410,539.0,532,642.0,24921.0,13.44444444,20.0
197,99543,MO,M,675.0,312,352.0,343,365.0,10538.0,5.785714286,15.0
198,65804,MI,F,668.0,272,369.0,311,391.0,17206.0,6.4117647060000005,10.0
199,35947,FL,F,575.0,232,259.0,255,289.0,9634.0,7.666666667,14.0
200,152961,CA,F,2375.0,428,471.0,535,571.0,23387.0,20.0,8.0
201,161129,CA,F,1091.0,330,348.0,382,397.0,14093.0,11.95238095,20.0
202,177315,OR,M,1015.0,354,360.0,404,422.0,13340.0,8.25,15.0
203,104755,KS,M,1413.0,634,665.0,727,755.0,27583.0,8.285714286000001,16.0
204,147838,CA,F,3738.0,534,581.0,599,683.0,26455.0,16.0,20.0
205,182748,WA,male,849.0,281,327.0,327,380.0,14308.0,13.30769231,12.0
206,177238,OR,F,871.0,309,344.0,362,390.0,15151.0,9.55,12.0
207,191138,TX,F,571.0,300,333.0,336,366.0,10689.0,15.0,15.0
208,133932,WA,male,0.0,55,68.0,63,89.0,8170.0,4.555555556,5.0
209,120608,TX,F,375.0,182,207.0,208,232.0,8256.0,15.0,15.0
210,11562,CA,F,3435.0,490,546.0,560,614.0,26467.0,32.30769231,50.0
211,87541,WA,F,466.0,211,252.0,244,289.0,10094.0,5.625,5.0
212,1722,CA,M,1668.0,648,664.0,663,668.0,20187.0,13.38461539,10.0
213,32843,FL,M,546.0,283,256.0,344,322.0,10785.0,15.0,15.0
214,77439,WI,male,713.0,360,372.0,408,429.0,12547.0,11.3125,17.0
215,140457,NM,M,576.0,263,355.0,304,338.0,12326.0,6.04,10.0
216,70144,FL,F,585.0,459,393.0,445,427.0,8656.0,13.58333333,15.0
217,157947,CA,F,2022.0,441,534.0,496,569.0,21300.0,4.777777778,5.0
218,137680,Arizona,Female,786.0,220,264.0,274,318.0,11624.0,6.222222222,5.0
219,153708,CA,F,1406.0,431,536.0,453,556.0,21369.0,15.0,21.0
220,27217,GA,F,503.0,239,275.0,287,324.0,10308.0,20.0,15.0
221,1442,MO,F,1602.0,459,475.0,561,593.0,18855.0,18.42105263,24.0
222,38327,FL,M,736.0,274,276.0,311,316.0,11510.0,10.4,11.0
223,109287,LA,F,393.0,130,147.0,178,213.0,5559.0,4.3636363639999995,5.0
224,77784,WI,F,987.0,430,469.0,476,521.0,18625.0,10.0,16.0
225,22098,NC,female,529.0,254,301.0,284,326.0,11595.0,2.439814815,2.0
226,156224,CA,M,4933.0,691,736.0,762,816.0,37073.0,26.5,30.0
227,169224,CA,F,1178.0,482,507.0,543,573.0,16952.0,15.57142857,36.0
228,146341,CA,M,2397.0,409,486.0,402,459.0,16946.0,9.9,20.0
229,102630,MO,M,651.0,336,415.0,395,459.0,15058.0,3.578947368,5.0
230,119362,TX,F,1711.0,400,806.0,566,810.0,33841.0,16.0,45.0
231,92962,CA,M,3663.0,749,777.0,784,818.0,27400.0,20.0,20.0
232,14420,SC,F,473.0,300,319.0,333,373.0,11482.0,8.666666667000001,10.0
233,157687,CA,F,4954.0,1106,1195.0,1086,1146.0,42857.0,7.444444444,15.0
234,145436,TX,M,775.0,494,465.0,489,467.0,14903.0,25.0,10.0
235,62795,IN,F,505.0,273,330.0,316,356.0,10974.0,20.0,20.0
236,80153,WI,male,416.0,247,297.0,292,340.0,11789.0,15.0,5.0
237,21107,NC,F,678.0,260,289.0,303,335.0,11906.0,8.777777777999999,7.0
238,164551,CA,F,1158.0,369,398.0,373,386.0,11592.0,4.090909091,3.0
239,53485,TN,F,861.0,248,314.0,278,328.0,16517.0,7.0,7.0
240,25331,SC,F,407.0,157,193.0,221,260.0,7762.0,16.66666667,22.0
241,189130,IL,M,1094.0,363,388.0,421,444.0,15967.0,20.83333333,51.0
242,190840,IL,M,485.0,297,309.0,329,340.0,10899.0,21.25,25.0
243,341,GA,F,517.0,327,375.0,389,416.0,12605.0,11.0,25.0
244,109240,LA,M,445.0,180,210.0,226,256.0,7560.0,6.321428571,7.0
245,6028,NE,M,2458.0,1178,1203.0,1095,1118.0,58088.0,13.58139535,15.0
246,169722,CA,F,1428.0,301,277.0,322,297.0,9201.0,25.0,20.0
247,91467,IL,F,693.0,407,399.0,390,386.0,11864.0,6.5882352939999995,8.0
248,88537,IL,M,873.0,211,291.0,251,319.0,14513.0,3.173913044,5.0
249,162740,CA,F,2807.0,478,497.0,504,542.0,17103.0,12.75,14.0
250,123622,TX,M,351.0,241,278.0,283,304.0,9113.0,14.0,25.0
251,12370,CA,F,2067.0,489,534.0,540,583.0,19624.0,450.0,20.0
252,91453,IL,F,999.0,411,453.0,465,496.0,15934.0,18.71428571,21.0
253,42543,FL,M,419.0,218,243.0,277,305.0,9540.0,8.75,20.0
254,89768,IL,M,962.0,327,479.0,361,465.0,14486.0,5.1111111110000005,11.0
255,139175,NM,F,542.0,220,252.0,272,298.0,9481.0,11.51351351,10.0
256,83559,OK,M,780.0,278,323.0,345,414.0,14360.0,14.14285714,10.0
257,113312,OK,F,1229.0,546,649.0,555,700.0,30054.0,5.214285714,5.0
258,117329,TX,F,928.0,408,452.0,444,452.0,17067.0,12.83333333,15.0
259,56674,KY,M,335.0,137,205.0,166,195.0,6927.0,6.666666667,15.0
260,40105,FL,F,700.0,228,277.0,309,326.0,13851.0,15.0,23.0
261,76914,IA,M,337.0,220,265.0,258,301.0,8147.0,9.714285713999999,15.0
262,7947,MI,M,557.0,279,337.0,321,372.0,12466.0,9.074074074,11.0
263,166350,CA,F,3333.0,690,871.0,759,913.0,37495.0,20.83333333,25.0
264,2151,CA,M,1126.0,243,261.0,275,285.0,8614.0,20.8,25.0
265,107298,NE,F,0.0,0,0.0,0,0.0,0.0,38.0,43.0
266,37762,FL,M,1987.0,403,524.0,567,633.0,29344.0,14.0,30.0
267,117383,TX,F,0.0,0,0.0,0,0.0,0.0,15.0,21.0
268,174375,OR,F,1093.0,315,431.0,386,483.0,15130.0,25.0,25.0
269,102742,MO,M,238.0,176,225.0,233,287.0,10253.0,6.6363636360000005,9.0
270,53793,TN,F,966.0,517,528.0,547,569.0,18463.0,7.714285714,5.0
271,59070,KY,M,377.0,234,252.0,276,285.0,9657.0,10.25,10.0
272,107279,NE,F,825.0,417,459.0,453,503.0,16332.0,4.0,4.0
273,88886,IL,M,962.0,391,444.0,452,486.0,17404.0,35.0,40.0
274,190552,NM,M,1082.0,482,566.0,522,609.0,22454.0,10.08333333,7.0
275,148869,CA,M,2362.0,613,632.0,655,678.0,21179.0,13.375,15.0
276,146463,CA,U,2163.0,484,522.0,537,581.0,17262.0,4.833333333,5.0
277,85204,MN,M,359.0,168,258.0,203,269.0,9568.0,11.91666667,20.0
278,143782,CA,M,5854.0,927,1077.0,920,993.0,45167.0,28.0,25.0
279,17102,NC,female,685.0,271,314.0,339,396.0,13235.0,5.692307692000001,7.0
280,190157,NC,female,603.0,173,215.0,239,329.0,12562.0,9.857142857000001,15.0
281,93681,IL,M,682.0,322,359.0,297,336.0,8194.0,12.33333333,16.0
282,105741,KS,M,581.0,295,349.0,349,402.0,13925.0,17.0,20.0
283,98962,IL,F,380.0,229,277.0,299,351.0,11773.0,11.66666667,25.0
284,32552,FL,F,1229.0,469,502.0,507,544.0,17313.0,7.5,20.0
285,23465,SC,F,689.0,313,320.0,343,350.0,12601.0,12.0,15.0
286,155130,CA,M,1715.0,607,619.0,647,660.0,21473.0,4.8,4.5
287,15017,FL,F,762.0,254,355.0,327,411.0,17458.0,8.761904762,18.0
288,123438,TX,F,683.0,449,471.0,484,507.0,19552.0,6.8125,3.0
289,178796,WA,F,1648.0,395,488.0,480,542.0,22216.0,8.538461539,9.0
290,143790,CA,F,5907.0,1285,1340.0,1063,1144.0,91205.0,16.0,15.0
291,173737,HI,M,1473.0,327,324.0,395,382.0,12051.0,20.66666667,20.0
292,57017,FL,F,484.0,150,243.0,195,266.0,11909.0,20.0,20.0
293,131551,CO,M,645.0,214,308.0,251,313.0,14783.0,8.916666667000001,10.0
294,72796,MI,M,577.0,375,380.0,389,394.0,15853.0,9.571428571,15.0
295,178498,WA,male,1642.0,275,388.0,349,485.0,19679.0,11.83333333,15.0
296,77742,TX,F,1163.0,378,459.0,439,526.0,23408.0,5.4,5.0
297,21204,NC,female,675.0,305,373.0,365,427.0,16318.0,6.409090909,8.0
298,71146,MI,F,602.0,336,366.0,363,391.0,12418.0,9.0,10.0
299,161230,CA,F,746.0,346,352.0,363,368.0,10165.0,15.76470588,20.0
300,67712,MI,F,459.0,116,518.0,280,533.0,19070.0,27.42307692,100.0
301,178540,WA,F,922.0,232,298.0,298,361.0,13725.0,8.5,15.0
302,35306,FL,F,833.0,277,350.0,329,387.0,14317.0,12.25,25.0
303,14984,MN,M,1793.0,781,796.0,832,849.0,27481.0,14.28571429,15.0
304,53295,TN,F,470.0,235,292.0,275,318.0,8963.0,12.5,15.0
305,115398,OK,F,338.0,203,254.0,242,284.0,9618.0,5.076923077,5.0
306,24610,SC,M,420.0,225,253.0,249,285.0,9634.0,4.9,4.0
307,116993,TX,M,1576.0,388,418.0,528,579.0,24013.0,12.85714286,10.0
308,80800,WI,F,677.0,282,303.0,334,370.0,11541.0,8.428571429,8.0
309,72757,MI,F,559.0,344,361.0,378,403.0,13072.0,11.0,21.0
310,38642,FL,M,731.0,350,385.0,401,432.0,13977.0,15.0,10.0
311,179293,WA,male,1196.0,327,406.0,382,456.0,16530.0,10.46153846,10.0
312,79427,WI,F,718.0,410,443.0,425,462.0,14721.0,8.578947368,10.0
313,99813,MO,M,460.0,223,265.0,257,297.0,9579.0,11.0,20.0
314,368,CA,M,2257.0,485,541.0,488,523.0,17885.0,6.5,10.0
315,129200,CO,F,726.0,370,426.0,388,406.0,13631.0,9.2,14.0
316,171215,CA,M,1327.0,397,409.0,435,442.0,15850.0,11.33333333,17.0
317,41222,FL,M,956.0,348,344.0,412,417.0,13177.0,11.44444444,20.0
318,44410,FL,M,565.0,154,163.0,180,193.0,6724.0,6.909090909,8.0
319,175057,OR,M,987.0,361,440.0,400,485.0,18610.0,12.11111111,19.0
320,83959,MN,F,1138.0,545,613.0,602,672.0,23589.0,9.68,16.0
321,35877,FL,F,535.0,226,236.0,250,265.0,9934.0,4.285714286,5.0
322,96763,IL,F,427.0,71,141.0,121,253.0,6671.0,10.75,20.0
323,144691,CA,M,5806.0,778,871.0,830,896.0,50987.0,20.0,20.0
324,180805,WA,F,1413.0,306,329.0,397,435.0,18792.0,6.666666667,20.0
325,180050,WA,F,1180.0,333,385.0,414,464.0,20815.0,12.9,25.0
326,111592,AR,M,318.0,53,105.0,113,152.0,3748.0,17.45454546,16.0
327,66087,MI,F,554.0,414,424.0,432,445.0,15267.0,7.8666666670000005,20.0
328,121554,TX,F,1900.0,404,582.0,498,664.0,34592.0,5.2,6.0
329,137429,Arizona,M,866.0,387,453.0,428,491.0,24381.0,25.0,25.0
330,127171,TX,F,1223.0,313,419.0,444,538.0,17822.0,9.0,15.0
331,167517,CA,F,2324.0,374,404.0,445,484.0,14229.0,10.6,25.0
332,14386,MO,F,2528.0,439,591.0,542,686.0,32768.0,24.77777778,10.0
333,184011,WA,F,1183.0,217,528.0,379,628.0,24703.0,37.5,25.0
334,121967,TX,M,655.0,318,315.0,328,324.0,8044.0,8.75,15.0
335,20194,NC,female,399.0,211,259.0,249,295.0,9617.0,6.2,10.0
336,84967,MN,M,418.0,190,290.0,244,403.0,13707.0,10.71428571,15.0
337,93684,IL,M,595.0,385,394.0,406,419.0,12802.0,8.875,11.0
338,92802,IL,M,0.0,0,0.0,0,0.0,0.0,11.33333333,10.0
339,24900,SC,F,548.0,289,327.0,340,388.0,11933.0,11.66666667,25.0
340,121926,TX,F,1125.0,227,287.0,246,279.0,15743.0,10.25,20.0
341,12003,CA,F,3626.0,749,785.0,795,838.0,30685.0,12.3125,20.0
342,7852,NE,F,503.0,261,267.0,290,308.0,9917.0,8.863636364,10.0
343,111137,AR,Female,545.0,257,265.0,301,301.0,10669.0,17.625,21.0
344,47688,AL,F,455.0,257,350.0,321,389.0,13452.0,12.0,10.0
345,25576,GA,M,1201.0,317,408.0,426,507.0,19960.0,7.818181817999999,21.0
346,127392,TX,M,592.0,188,406.0,240,359.0,14406.0,16.27272727,23.0
347,77495,WI,F,614.0,340,388.0,377,428.0,14439.0,7.6363636360000005,10.0
348,87210,MT,female,423.0,256,296.0,295,344.0,10311.0,11.0,20.0
349,93218,IL,M,302.0,208,216.0,207,203.0,5668.0,11.25,10.0
350,184974,AK,F,1157.0,365,514.0,448,559.0,21892.0,7.714285714,10.0
351,136768,CA,F,2312.0,456,516.0,531,589.0,21372.0,6.333333333,2.0
352,42724,FL,M,440.0,164,186.0,220,254.0,8444.0,9.666666667000001,25.0
353,82313,MN,F,569.0,276,315.0,317,350.0,12795.0,9.727272727,15.0
354,132820,WY,F,680.0,353,393.0,406,457.0,14347.0,9.058823529,15.0
355,51683,TN,M,690.0,194,371.0,263,411.0,13120.0,5.0,5.0
356,93538,IL,F,438.0,159,146.0,165,156.0,3975.0,20.66666667,36.0
357,145407,CA,F,2166.0,415,402.0,457,445.0,16471.0,8.095238095,10.0
358,55553,MS,M,394.0,188,220.0,227,252.0,8350.0,25.0,20.0
359,58447,KY,F,630.0,300,327.0,321,361.0,13719.0,9.2,10.0
360,159424,CA,M,3276.0,358,478.0,436,555.0,23535.0,25.0,75.0
361,34649,FL,F,1171.0,483,512.0,544,570.0,19553.0,5.2,7.0
362,50154,TN,M,1103.0,467,503.0,497,524.0,17130.0,15.0,15.0
363,77432,WI,male,673.0,293,335.0,296,348.0,12900.0,11.5,15.0
364,152821,CA,F,1633.0,286,318.0,306,351.0,16765.0,5.8,11.0
365,57964,KY,M,428.0,166,304.0,240,334.0,13608.0,9.1875,12.0
366,188385,TX,F,262.0,150,194.0,186,228.0,8475.0,15.0,5.0
367,65899,MI,F,905.0,470,533.0,549,605.0,21564.0,7.25,10.0
368,171302,CA,F,1693.0,423,467.0,457,492.0,17493.0,11.66666667,15.0
369,38106,FL,F,1806.0,243,312.0,338,450.0,22969.0,2.795454546,3.0
370,35906,FL,F,683.0,284,325.0,313,368.0,12396.0,15.33333333,15.0
371,4513,MI,M,630.0,355,396.0,395,437.0,15914.0,13.0,20.0
372,14272,AR,Female,389.0,207,234.0,253,286.0,9933.0,12.66666667,20.0
373,1779,AR,M,417.0,131,199.0,200,282.0,6858.0,13.0,12.5
374,180512,WA,male,731.0,304,355.0,349,382.0,13513.0,6.578947368,10.0
375,41065,NV,F,1569.0,673,672.0,785,781.0,25775.0,12.5,15.0
376,111949,AR,Female,335.0,166,207.0,207,239.0,8297.0,4.606060606000001,5.0
377,35043,FL,M,1357.0,521,534.0,571,587.0,20642.0,13.0,16.0
378,86311,SD,U,530.0,309,375.0,276,375.0,11438.0,5.5,6.0
379,182293,WA,male,883.0,294,315.0,355,363.0,13642.0,14.25,19.0
380,179023,WA,male,982.0,318,388.0,341,384.0,12744.0,20.0,35.0
381,65481,MI,M,663.0,432,501.0,483,534.0,16668.0,15.0,20.0
382,21144,NC,M,827.0,240,275.0,297,319.0,12413.0,6.3125,6.0
383,9390,MI,F,266.0,146,167.0,217,211.0,7863.0,8.09375,5.0
384,157973,CA,M,1967.0,371,409.0,403,436.0,24029.0,10.5,12.0
385,176890,OR,F,470.0,305,339.0,318,355.0,11035.0,5.625,8.0
386,65181,MI,M,626.0,356,388.0,392,440.0,16309.0,9.8,11.0
387,181083,WA,male,1521.0,412,422.0,497,543.0,19703.0,8.571428571,5.0
388,175951,OR,F,584.0,282,314.0,318,347.0,13789.0,10.4,15.0
389,20966,NC,female,588.0,257,288.0,285,318.0,10225.0,19.0,20.0
390,91779,IL,F,1063.0,294,360.0,354,434.0,18383.0,20.0,20.0
391,98099,IL,F,588.0,272,345.0,331,387.0,13570.0,13.33333333,21.0
392,32485,FL,F,663.0,293,315.0,305,340.0,12675.0,11.66666667,37.0
393,111284,AR,Female,582.0,292,308.0,323,340.0,10930.0,4.272727273,5.0
394,15651,NC,female,1497.0,581,678.0,667,762.0,30594.0,6.928571429,10.0
395,96220,IL,F,281.0,280,314.0,274,342.0,10874.0,7.714285714,14.0
396,73221,MI,M,784.0,289,378.0,332,400.0,12840.0,11.0,10.0
397,170143,CA,F,1722.0,404,420.0,411,433.0,13454.0,4.571428571,5.0
398,43884,FL,M,645.0,226,249.0,257,284.0,13007.0,5.285714286,5.0
399,61338,IN,M,544.0,330,403.0,360,433.0,14398.0,5.133333333,5.0
400,82636,MN,F,896.0,291,335.0,340,438.0,17357.0,8.6,15.0
