,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d,ic2_
895,159750,CA,Male,946.0,382,436.0,465,524.0,18560.0,6.0,9.0,Moderate
896,136269,AZ,Female,1149.0,563,566.0,598,606.0,18764.0,8.555555556,15.0,Moderate
897,108029,LA,Male,729.0,407,444.0,448,483.0,13568.0,4.875,5.0,Moderate
898,10719,WA,Female,2375.0,327,358.0,331,377.0,16653.0,11.55555556,19.0,Low
899,156572,CA,Male,3092.0,578,644.0,641,720.0,25768.0,17.33333333,25.0,Moderate
900,152737,CA,Male,2312.0,456,516.0,531,589.0,21372.0,8.941176471,7.0,Moderate
901,94307,IL,Female,1063.0,269,322.0,304,393.0,13817.0,9.173913043999999,15.0,Low
902,108919,LA,Female,629.0,210,277.0,279,327.0,11405.0,9.5,15.0,Low
903,4055,TX,Male,1247.0,555,617.0,672,718.0,28285.0,10.15384615,10.0,Moderate
904,175907,OR,Female,807.0,351,388.0,377,420.0,16532.0,9.529411765,15.0,Moderate
905,13188,IN,Female,679.0,236,247.0,304,328.0,6997.0,47.18181818,100.0,Low
906,35181,FL,Male,1395.0,471,509.0,580,642.0,28892.0,20.875,25.0,Moderate
907,53127,TN,Male,576.0,216,319.0,295,339.0,17149.0,17.625,30.0,Low
908,88056,IL,Female,1355.0,496,567.0,593,670.0,27692.0,3.8,5.0,Moderate
909,145944,CA,Female,2679.0,445,470.0,535,572.0,20693.0,6.583333333,13.0,Moderate
910,86640,ND,Female,553.0,340,399.0,355,395.0,13167.0,6.862068966,13.0,Moderate
911,99673,MO,Female,638.0,470,483.0,488,521.0,15490.0,9.5,22.0,Moderate
912,96000,IL,Male,359.0,88,218.0,159,329.0,10543.0,3.583333333,10.0,Low
913,170256,CA,Female,1246.0,264,296.0,339,362.0,11851.0,7.5,10.0,Low
914,20821,NC,Male,631.0,286,324.0,333,373.0,13818.0,12.21428571,10.0,Low
915,189715,CA,Female,5708.0,504,708.0,575,854.0,36020.0,16.25,25.0,Moderate
916,183898,WA,U,429.0,266,302.0,310,343.0,12534.0,5.5,3.0,Low
917,155157,CA,Female,955.0,329,332.0,346,359.0,10736.0,12.33333333,12.0,Low
918,137134,AZ,Male,810.0,320,354.0,368,393.0,18361.0,9.090909091,10.0,Low
919,182286,WA,Male,699.0,262,208.0,301,299.0,12872.0,15.0,20.0,Low
920,138804,AZ,Female,1239.0,348,365.0,399,428.0,14561.0,9.444444444,10.0,Low
921,100569,MO,Male,2241.0,584,822.0,716,904.0,29643.0,15.0,15.0,High
922,9287,CA,Male,1432.0,420,423.0,453,461.0,14210.0,7.2,8.0,Moderate
923,104108,MO,Female,609.0,263,357.0,301,355.0,13005.0,11.78947368,11.0,Low
924,1357,MI,Female,889.0,328,368.0,391,431.0,13456.0,10.66666667,15.0,Low
925,10784,WA,Male,791.0,565,563.0,566,571.0,20238.0,4.407407407,10.0,Moderate
926,140049,NM,Female,629.0,170,197.0,214,243.0,7822.0,9.857142857000001,20.0,Low
927,170489,CA,Female,2128.0,470,472.0,559,567.0,16285.0,20.0,20.0,Moderate
928,184289,WA,Female,645.0,359,376.0,360,381.0,11050.0,7.666666667,10.0,Moderate
929,36353,FL,Female,1344.0,335,403.0,377,446.0,22233.0,9.5,17.0,Moderate
930,97689,IL,Male,821.0,334,371.0,390,431.0,15694.0,10.0,10.0,Low
931,133229,ID,Male,681.0,382,396.0,406,445.0,16011.0,12.0,25.0,Moderate
932,51845,TN,Female,386.0,177,231.0,220,251.0,8524.0,8.444444444,18.0,Low
933,111485,AR,Male,361.0,145,182.0,199,233.0,8563.0,29.57142857,30.0,Low
934,75331,IA,Female,583.0,310,371.0,385,452.0,17243.0,8.5,25.0,Low
935,88802,IL,Male,1711.0,479,542.0,629,683.0,26817.0,13.0,25.0,Moderate
936,183702,WA,Female,700.0,322,415.0,356,446.0,14360.0,11.33333333,10.0,Moderate
937,175535,OR,Male,904.0,339,446.0,442,510.0,20426.0,10.6,20.0,Moderate
938,35325,FL,Male,833.0,277,350.0,329,387.0,14317.0,12.14285714,30.0,Low
939,181655,WA,Male,957.0,418,417.0,423,438.0,14668.0,15.0625,50.0,Moderate
940,95582,IL,Female,607.0,279,371.0,346,442.0,19317.0,15.0,21.0,Low
941,14394,TX,Male,631.0,273,278.0,288,294.0,8650.0,25.0,10.0,Low
942,81823,WI,Male,470.0,234,355.0,271,365.0,12277.0,25.0,45.0,Low
943,143470,CA,Male,4112.0,562,798.0,725,841.0,34677.0,15.14285714,17.0,High
944,77048,IA,Female,342.0,209,214.0,241,261.0,10728.0,7.0,7.0,Low
945,20962,NC,Male,668.0,296,308.0,317,337.0,11490.0,15.0,15.0,Low
946,58725,KY,Male,313.0,142,165.0,210,251.0,9665.0,15.0,15.0,Low
947,124104,TX,Male,427.0,455,464.0,538,580.0,18517.0,15.25,23.0,Moderate
948,65136,MI,Female,886.0,490,536.0,570,606.0,17633.0,42.5,20.0,Moderate
949,132558,WY,Male,1034.0,511,511.0,656,610.0,30595.0,15.0,15.0,Moderate
950,82248,MN,Male,480.0,157,184.0,214,246.0,9020.0,5.916666667,8.0,Low
951,38944,FL,Male,809.0,303,319.0,342,361.0,11303.0,16.33333333,25.0,Low
952,47111,AL,Male,453.0,219,264.0,263,299.0,9654.0,3.782608696,5.0,Low
953,165620,CA,U,1609.0,346,435.0,404,435.0,16568.0,3.152173913,4.0,Moderate
954,59561,IN,Male,438.0,275,324.0,282,304.0,10632.0,8.2,9.0,Low
955,27423,GA,Female,442.0,218,253.0,257,286.0,9399.0,9.166666667000001,5.0,Low
956,13484,FL,Male,1034.0,488,524.0,515,555.0,19446.0,15.0,11.0,Moderate
957,133491,ID,Male,679.0,298,327.0,332,360.0,10779.0,46.33333333,100.0,Low
958,63000,IN,Female,351.0,192,214.0,212,235.0,8757.0,20.0,25.0,Low
959,187284,IA,Female,614.0,222,317.0,305,363.0,13840.0,8.666666667000001,10.0,Low
960,131423,CO,Male,881.0,327,332.0,375,382.0,12204.0,14.8,25.0,Low
961,22942,SC,Female,616.0,324,334.0,348,361.0,15746.0,8.5,9.0,Low
962,85579,MN,Female,522.0,227,292.0,294,347.0,12849.0,20.0,20.0,Low
963,3009,CA,Female,1184.0,324,341.0,352,368.0,13817.0,9.875,20.0,Low
964,187722,MI,Male,1348.0,662,712.0,752,788.0,30766.0,6.2,7.0,Moderate
965,15566,NC,Female,683.0,343,398.0,377,441.0,15482.0,7.214285714,10.0,Moderate
966,84745,MN,Female,604.0,318,338.0,356,376.0,12097.0,6.590909091,7.0,Low
967,78172,WI,Female,1167.0,558,576.0,597,626.0,19797.0,15.0,25.0,Moderate
968,186334,IN,Male,836.0,222,431.0,347,442.0,16007.0,8.947368421,10.0,Moderate
969,170767,CA,Female,1349.0,370,418.0,436,480.0,23716.0,12.5,15.0,Moderate
970,149152,CA,Male,4507.0,842,1004.0,893,962.0,54642.0,20.0,20.0,High
971,959,IA,Female,586.0,349,413.0,404,465.0,15304.0,7.3,10.0,Moderate
972,179563,WA,Male,842.0,420,419.0,476,494.0,12894.0,16.4,23.0,Moderate
973,41243,FL,Female,556.0,246,277.0,292,330.0,10272.0,9.818181818,12.0,Low
974,160500,CA,Male,1467.0,311,323.0,356,392.0,15108.0,7.333333333,5.0,Low
975,77605,WI,Male,1304.0,465,484.0,595,609.0,23455.0,10.0,15.0,Moderate
976,190064,Tennessee,Female,340.0,149,151.0,173,188.0,6842.0,10.0,20.0,Low
977,138758,AZ,Female,616.0,403,423.0,406,443.0,14174.0,14.8,20.0,Moderate
978,8531,MI,Male,497.0,275,296.0,343,369.0,12368.0,6.368421053,10.0,Low
979,27846,GA,Female,1149.0,420,460.0,469,509.0,17492.0,23.33333333,200.0,Moderate
980,22782,SC,Male,514.0,205,224.0,226,238.0,8533.0,10.0,10.0,Low
981,66223,MI,Male,870.0,319,345.0,357,398.0,15849.0,9.571428571,10.0,Low
982,189616,CA,Male,2680.0,314,506.0,402,517.0,20665.0,20.0,35.0,Moderate
983,79649,WI,Female,556.0,259,275.0,268,258.0,12721.0,10.33333333,15.0,Low
984,138999,AZ,Female,624.0,284,326.0,324,355.0,12121.0,8.434782608999999,10.0,Low
985,43020,FL,Female,736.0,262,293.0,321,347.0,12780.0,15.0,15.0,Low
986,118862,TX,Male,868.0,554,564.0,569,571.0,21200.0,8.5,12.0,Moderate
987,30104,GA,Male,364.0,246,307.0,287,325.0,9720.0,8.833333332999999,15.0,Low
988,154614,CA,Female,1709.0,511,518.0,527,537.0,15138.0,15.0,20.0,Moderate
989,57151,KY,Female,875.0,311,326.0,326,326.0,7746.0,15.9,26.0,Low
990,71425,MI,Male,713.0,300,313.0,323,364.0,16833.0,6.0,7.0,Low
991,41384,FL,Female,556.0,318,358.0,320,352.0,11779.0,9.428571429,12.0,Low
992,190579,CA,Male,3200.0,310,311.0,333,343.0,17224.0,3.106060606,4.0,Low
993,42997,FL,Female,1567.0,392,391.0,434,409.0,18631.0,6.5625,7.0,Moderate
994,132896,OR,Female,953.0,319,379.0,387,455.0,15729.0,15.57142857,25.0,Moderate
995,120189,TX,Male,492.0,244,260.0,284,301.0,10818.0,19.375,25.0,Low
996,138829,AZ,Female,847.0,185,238.0,225,308.0,11582.0,11.5,25.0,Low
997,167462,CA,Male,2645.0,644,655.0,682,697.0,20782.0,8.75,15.0,Moderate
998,160401,CA,Female,1952.0,335,365.0,367,398.0,15290.0,13.0,13.0,Low
999,174934,OR,Female,1305.0,391,456.0,448,471.0,19716.0,7.0,5.0,Moderate
1000,2020,CA,Female,3556.0,735,701.0,838,805.0,34382.0,7.35,7.0,Moderate
1001,74235,MI,Male,473.0,327,338.0,348,363.0,12580.0,13.5,26.0,Low
1002,167039,CA,Female,3201.0,497,552.0,539,591.0,19656.0,5.0,5.0,Moderate
1003,165509,CA,Male,2213.0,447,447.0,491,491.0,16702.0,4.95,10.0,Moderate
1004,151653,CA,Female,1455.0,376,417.0,393,426.0,14860.0,6.35,10.0,Moderate
1005,100132,MO,Female,393.0,216,258.0,258,301.0,10107.0,10.0,15.0,Low
1006,161726,CA,Female,2453.0,438,451.0,436,475.0,15707.0,5.8125,7.0,Moderate
1007,125986,TX,Male,533.0,246,276.0,287,308.0,10096.0,13.375,17.0,Low
1008,185394,MI,Female,647.0,285,317.0,300,338.0,12910.0,8.916666667000001,5.0,Low
1009,43799,FL,Female,1044.0,366,318.0,458,499.0,22427.0,13.16666667,20.0,Low
1010,185464,KY,Male,702.0,308,348.0,337,397.0,14670.0,11.11111111,15.0,Low
1011,125325,TX,Male,852.0,516,540.0,535,556.0,16206.0,14.62347826,20.0,Moderate
1012,112679,OK,Male,1045.0,528,538.0,604,618.0,19402.0,15.0,20.0,Moderate
1013,2415,CA,Female,5501.0,817,924.0,870,958.0,41734.0,17.5,25.0,High
1014,166866,CA,Female,3921.0,754,804.0,799,835.0,33998.0,10.0,12.5,High
1015,4211,TX,Female,919.0,425,562.0,558,697.0,25784.0,17.92307692,25.0,Moderate
1016,182395,WA,Female,755.0,210,315.0,244,313.0,11983.0,16.5,10.0,Low
1017,188178,NV,Female,1383.0,410,464.0,499,562.0,22875.0,7.0,8.0,Moderate
1018,147835,CA,Female,3694.0,421,611.0,601,666.0,28021.0,32.22222222,20.0,Moderate
1019,5532,MD,Male,1690.0,598,655.0,653,700.0,24959.0,9.928571429,15.0,Moderate
1020,128857,TX,Male,438.0,213,213.0,265,264.0,7722.0,26.0,15.0,Low
1021,40058,FL,Female,1187.0,400,448.0,438,469.0,21608.0,11.66666667,25.0,Moderate
1022,179377,WA,Female,1617.0,398,414.0,457,490.0,14123.0,7.5,10.0,Moderate
1023,166207,CA,Male,1367.0,342,329.0,359,355.0,14197.0,6.75,9.0,Low
1024,124227,TX,U,267.0,121,72.0,169,94.0,4567.0,13.875,25.0,Low
1025,7173,TN,Female,854.0,321,389.0,372,427.0,16171.0,17.73333333,32.0,Moderate
1026,85152,MN,Male,493.0,244,311.0,314,395.0,12517.0,12.5,10.0,Low
1027,32807,FL,Male,700.0,327,360.0,355,375.0,11551.0,5.444444444,5.0,Low
1028,268,FL,Female,1765.0,327,465.0,442,562.0,27674.0,22.38095238,33.0,Moderate
1029,109514,LA,Male,0.0,0,0.0,0,0.0,0.0,5.666666667,6.0,Low
1030,181644,WA,Female,929.0,327,369.0,314,352.0,12995.0,8.5,12.0,Low
1031,62585,NC,Female,581.0,231,267.0,288,332.0,11794.0,14.0,25.0,Low
1032,163354,CA,Female,4313.0,748,783.0,752,811.0,27850.0,11.85714286,10.0,High
1033,98672,IL,Male,470.0,274,313.0,282,337.0,11192.0,4.2,5.0,Low
1034,190614,CO,Female,1159.0,572,557.0,574,561.0,17337.0,6.230769231,3.0,Moderate
1035,155607,CA,Female,3152.0,853,891.0,908,950.0,35415.0,34.0,38.0,High
1036,161804,CA,Male,1137.0,348,362.0,425,444.0,11621.0,9.0,5.0,Low
1037,11348,FL,Male,912.0,313,370.0,379,442.0,18554.0,12.16666667,5.0,Low
1038,111380,AR,Male,332.0,219,257.0,261,296.0,9763.0,7.133333333,10.0,Low
1039,86578,ND,Male,247.0,195,220.0,231,259.0,8189.0,5.5,15.0,Low
1040,157904,CA,Female,2190.0,611,655.0,669,709.0,23641.0,6.5,6.0,Moderate
1041,140924,NV,Male,1117.0,461,461.0,461,450.0,16614.0,6.428571429,7.0,Moderate
1042,32972,FL,Female,814.0,268,282.0,298,312.0,10427.0,10.4,12.0,Low
1043,149541,CA,Female,1814.0,328,418.0,380,410.0,10846.0,10.66666667,10.0,Moderate
1044,182604,WA,Female,403.0,195,288.0,237,365.0,11859.0,20.0,15.0,Low
1045,103876,MO,Female,613.0,264,323.0,300,357.0,12334.0,10.66666667,20.0,Low
1046,65999,MI,Male,2712.0,1022,1144.0,989,1079.0,49631.0,18.42857143,25.0,Very High
1047,104394,KS,Female,958.0,467,499.0,525,582.0,18211.0,7.6,10.0,Moderate
1048,117524,TN,Female,1129.0,332,445.0,429,537.0,22706.0,20.83333333,25.0,Moderate
1049,147904,CA,Female,4984.0,630,702.0,734,777.0,27747.0,12.14285714,50.0,Moderate
1050,105815,KS,Male,452.0,270,300.0,297,324.0,11198.0,14.8,20.0,Low
1051,31778,FL,Male,986.0,485,495.0,530,539.0,18013.0,20.11111111,25.0,Moderate
1052,112084,AR,Male,655.0,215,247.0,267,305.0,12067.0,14.44,14.0,Low
1053,58850,KY,Male,459.0,133,195.0,237,258.0,13898.0,3.52173913,6.0,Low
1054,185901,TX,Male,674.0,317,402.0,458,553.0,19769.0,5.363636364,10.0,Moderate
1055,134566,UT,Female,728.0,265,304.0,315,339.0,8896.0,10.35714286,10.0,Low
1056,185819,CA,Male,4153.0,580,886.0,640,891.0,35520.0,12.0,13.0,High
1057,3985,TX,Female,348.0,197,223.0,239,265.0,7978.0,10.22692308,12.0,Low
1058,23321,SC,Female,869.0,426,505.0,465,511.0,17534.0,7.25,10.0,Moderate
1059,158978,CA,Male,1876.0,393,404.0,419,450.0,11692.0,10.83333333,15.0,Moderate
1060,14388,FL,Male,865.0,341,387.0,392,432.0,15630.0,6.266666667000001,10.0,Moderate
1061,12779,CA,Male,666.0,213,253.0,268,288.0,8943.0,8.166666667000001,10.0,Low
1062,39667,FL,Male,809.0,358,389.0,411,446.0,16099.0,13.71428571,15.0,Moderate
1063,163731,CA,Male,4763.0,502,534.0,551,609.0,24002.0,9.888888889,11.0,Moderate
1064,156457,CA,Female,0.0,0,0.0,0,0.0,0.0,15.0,25.0,Low
1065,100369,MO,Female,987.0,296,354.0,344,412.0,17097.0,28.0,28.0,Low
1066,46201,FL,Male,2444.0,729,780.0,737,782.0,28668.0,15.0,15.0,High
1067,118182,TX,Male,503.0,213,255.0,262,292.0,9495.0,4.5,5.0,Low
1068,67,NM,Female,1004.0,189,247.0,236,313.0,12667.0,5.05,5.0,Low
1069,116951,TX,Female,1565.0,717,780.0,704,784.0,27276.0,6.1,6.0,High
1070,160032,CA,Female,872.0,294,307.0,343,356.0,12433.0,20.4,25.0,Low
1071,60694,IN,Female,501.0,305,374.0,354,399.0,13073.0,20.77777778,25.0,Low
1072,80387,WI,Female,331.0,154,237.0,217,273.0,10270.0,4.444444444,5.0,Low
1073,158143,CA,Male,620.0,236,270.0,279,309.0,10406.0,12.36142857,16.0,Low
1074,25277,SC,Male,747.0,369,457.0,396,488.0,18371.0,15.0,17.0,Moderate
1075,179454,WA,Female,936.0,237,304.0,257,308.0,9875.0,9.5,20.0,Low
1076,145899,NC,Female,1491.0,396,489.0,472,566.0,26286.0,14.0,20.0,Moderate
1077,183790,WA,Female,756.0,333,372.0,391,430.0,14127.0,8.769230769,14.0,Low
1078,119538,TX,Female,487.0,217,222.0,247,262.0,10468.0,9.888888889,16.0,Low
1079,24991,SC,Male,651.0,310,345.0,337,382.0,12428.0,7.611111111,11.0,Low
1080,113501,OK,Female,693.0,404,479.0,439,486.0,16698.0,5.125,5.0,Moderate
1081,185353,CA,Female,1063.0,150,148.0,206,223.0,6871.0,3.035714286,3.0,Low
1082,72308,MI,Female,609.0,403,424.0,422,466.0,14455.0,19.25,46.0,Moderate
1083,110519,LA,Male,732.0,366,374.0,432,459.0,16287.0,10.70588235,17.0,Low
1084,124193,TX,U,439.0,268,301.0,307,341.0,10164.0,5.8,6.0,Low
1085,181526,WA,Female,871.0,339,355.0,363,384.0,11889.0,9.5,13.0,Low
1086,2796,AK,Male,682.0,374,423.0,416,469.0,17213.0,15.0,25.0,Moderate
1087,67954,MI,Female,313.0,159,256.0,220,274.0,7661.0,16.25,35.0,Low
1088,93809,IL,Male,1059.0,334,513.0,392,528.0,17632.0,7.583333333,10.0,Moderate
1089,109520,LA,Male,687.0,257,310.0,291,328.0,10271.0,9.0,15.0,Low
1090,76051,IA,Male,397.0,248,270.0,296,313.0,10348.0,14.4,20.0,Low
1091,145521,CA,Female,2516.0,595,649.0,641,691.0,22684.0,13.65517241,16.0,Moderate
1092,87533,MT,Female,747.0,289,318.0,347,387.0,14744.0,11.625,5.0,Low
1093,82026,WI,Female,506.0,270,323.0,326,346.0,12940.0,8.6,12.0,Low
1094,97055,IL,Female,412.0,311,354.0,342,380.0,13227.0,9.333333332999999,22.0,Low
1095,74701,MI,Female,360.0,206,239.0,233,267.0,9463.0,9.142857142999999,20.0,Low
1096,183374,WA,Male,423.0,208,229.0,261,296.0,9445.0,4.380952381,10.0,Low
1097,28565,GA,Female,745.0,304,275.0,353,342.0,14465.0,5.166666667,7.0,Low
1098,139628,NM,Male,691.0,284,294.0,319,337.0,11852.0,17.16,20.0,Low
1099,113686,OK,U,657.0,358,366.0,357,366.0,10889.0,10.0,15.0,Low
1100,123862,TX,Female,978.0,428,559.0,475,609.0,23102.0,4.333333333,3.0,Moderate
1101,151629,CA,Female,1586.0,308,321.0,337,369.0,11913.0,9.5,15.0,Low
1102,5404,LA,U,587.0,291,302.0,317,331.0,10789.0,17.53846154,10.0,Low
1103,150516,CA,Female,3304.0,567,614.0,629,669.0,21745.0,24.05882353,25.0,Moderate
1104,31911,VA,Female,800.0,294,358.0,333,376.0,13480.0,4.285714286,5.0,Low
1105,2379,MI,Male,1596.0,549,603.0,631,672.0,23345.0,10.875,10.0,Moderate
1106,151455,CA,Female,2105.0,301,314.0,372,395.0,13279.0,15.33333333,20.0,Low
1107,90499,IL,Female,1480.0,560,684.0,635,718.0,22088.0,7.617021277,10.0,Moderate
1108,177307,OR,Female,585.0,216,266.0,255,292.0,10423.0,9.727272727,10.0,Low
1109,65423,MI,Female,1033.0,488,611.0,565,651.0,22157.0,10.33333333,10.0,Moderate
1110,95800,IL,Male,340.0,147,178.0,217,252.0,7173.0,10.2,20.0,Low
1111,91965,IL,Female,1708.0,342,413.0,374,455.0,21795.0,12.6875,16.0,Moderate
1112,104721,KS,Female,1419.0,694,698.0,766,777.0,25024.0,7.363636363999999,10.0,Moderate
1113,165177,CA,Female,2698.0,563,593.0,572,599.0,18228.0,10.81818182,5.0,Moderate
1114,156929,CA,U,2688.0,306,367.0,418,449.0,24944.0,8.642857142999999,15.0,Low
1115,52549,TN,Male,556.0,202,346.0,270,389.0,14382.0,13.11111111,30.0,Low
1116,51706,TN,Male,972.0,193,278.0,281,318.0,8716.0,11.42857143,15.0,Low
1117,117969,TX,Female,498.0,227,278.0,282,315.0,10907.0,7.454545455,9.0,Low
1118,2235,FL,Male,878.0,285,331.0,349,410.0,16534.0,10.47058824,12.0,Low
1119,161023,CA,Male,883.0,281,333.0,315,362.0,11791.0,14.85714286,20.0,Low
1120,139887,NM,Female,670.0,231,287.0,282,290.0,9443.0,11.66666667,20.0,Low
1121,186212,NM,Male,589.0,270,317.0,292,325.0,10889.0,8.588235294,7.0,Low
1122,162759,CA,Female,2620.0,481,490.0,519,523.0,16047.0,14.42857143,18.0,Moderate
1123,95654,IL,Male,677.0,426,466.0,442,489.0,18718.0,10.66666667,20.0,Moderate
1124,101774,MO,Female,464.0,164,257.0,224,285.0,9685.0,8.222222222000001,8.0,Low
1125,21710,NC,Male,600.0,257,308.0,292,349.0,12433.0,9.52631579,10.0,Low
1126,65565,MI,Female,707.0,282,393.0,383,474.0,15832.0,4.176470588,10.0,Moderate
1127,171631,CA,Female,1537.0,495,509.0,528,544.0,17689.0,11.19230769,10.0,Moderate
1128,24869,SC,Female,682.0,366,464.0,421,498.0,14538.0,8.0,8.0,Moderate
1129,129846,SD,Male,867.0,483,492.0,524,536.0,18757.0,12.5,11.0,Moderate
1130,150379,CA,Female,1943.0,312,353.0,355,381.0,16083.0,20.0,20.0,Low
1131,36590,FL,Male,1037.0,439,456.0,511,529.0,18050.0,10.0,10.0,Moderate
1132,59744,IN,Female,595.0,284,317.0,333,406.0,13860.0,9.0,16.0,Low
1133,31893,IL,Female,375.0,267,270.0,295,296.0,8354.0,20.0,20.0,Low
1134,46884,AL,Female,397.0,229,329.0,336,386.0,13233.0,9.777777777999999,15.0,Low
1135,66745,MI,Female,584.0,283,386.0,307,386.0,14843.0,15.0,5.0,Moderate
1136,10709,WA,Female,534.0,206,231.0,248,272.0,9104.0,13.55555556,23.0,Low
1137,73984,MI,Male,362.0,209,235.0,246,275.0,8558.0,9.722222222000001,10.0,Low
1138,27597,GA,Male,991.0,493,506.0,532,548.0,17344.0,5.8,9.0,Moderate
1139,150587,CA,U,1805.0,398,394.0,441,447.0,14703.0,10.66666667,20.0,Moderate
1140,187191,GA,Female,2639.0,436,594.0,584,764.0,35502.0,15.0,25.0,Moderate
1141,85357,MN,Female,476.0,202,274.0,236,304.0,10581.0,10.73333333,15.0,Low
1142,156866,CA,Male,3393.0,537,553.0,589,580.0,22083.0,20.0,25.0,Moderate
1143,164513,AE,Female,0.0,0,0.0,0,0.0,0.0,12.5,50.0,Low
1144,163369,CA,Female,2250.0,181,159.0,192,167.0,11346.0,6.0,6.0,Low
1145,551,TX,Female,340.0,180,227.0,235,279.0,9343.0,15.33333333,20.0,Low
1146,18750,NC,Female,482.0,302,328.0,396,462.0,15573.0,12.5,20.0,Low
1147,81277,WI,Female,322.0,233,258.0,291,320.0,10317.0,15.0,25.0,Low
1148,128121,TX,Female,655.0,406,432.0,430,481.0,16426.0,9.0,10.0,Moderate
1149,84199,MN,Female,908.0,487,482.0,499,493.0,14526.0,5.090909091,5.0,Moderate
1150,183476,WA,Female,718.0,471,508.0,497,541.0,18190.0,11.07692308,25.0,Moderate
1151,162994,CA,Male,2750.0,252,332.0,302,392.0,19558.0,10.66666667,10.0,Low
1152,32040,GA,Male,397.0,184,219.0,237,285.0,9831.0,9.333333332999999,20.0,Low
1153,65968,MI,Male,1040.0,220,309.0,256,278.0,14610.0,7.9375,9.0,Low
1154,135896,Arizona,Male,675.0,186,238.0,207,265.0,11355.0,6.1111111110000005,2.0,Low
1155,46461,FL,Male,719.0,381,398.0,389,410.0,13552.0,11.33333333,12.0,Moderate
1156,2396,FL,Female,588.0,233,249.0,254,266.0,10309.0,8.333333332999999,5.0,Low
1157,93500,IL,Female,1053.0,368,419.0,402,465.0,15176.0,8.333333332999999,10.0,Moderate
1158,90899,IL,Female,419.0,279,295.0,296,303.0,7285.0,12.0,17.0,Low
1159,116542,TX,U,481.0,172,218.0,227,264.0,9264.0,15.0,20.0,Low
1160,29868,GA,Female,803.0,397,407.0,432,441.0,15380.0,20.0,25.0,Moderate
1161,171521,CA,Female,886.0,318,339.0,360,388.0,12332.0,5.222222222,6.0,Low
1162,18953,NC,Female,1093.0,580,587.0,629,636.0,20815.0,7.333333333,11.0,Moderate
1163,102780,MO,Female,257.0,148,264.0,194,273.0,10050.0,10.125,16.0,Low
1164,136372,Arizona,Male,1453.0,419,426.0,486,497.0,24530.0,25.0,10.0,Moderate
1165,19581,NC,Female,821.0,427,433.0,456,475.0,15937.0,6.654411765,25.0,Moderate
1166,121410,TX,Male,931.0,416,636.0,543,725.0,29273.0,15.0,15.0,Moderate
1167,99736,MO,Female,496.0,330,349.0,360,390.0,13546.0,5.571428571,20.0,Low
1168,54441,MS,Female,463.0,181,231.0,227,258.0,8369.0,12.75,30.0,Low
1169,144735,CA,Female,5649.0,750,828.0,801,888.0,37961.0,8.615384615,10.0,High
1170,39257,FL,U,1093.0,364,424.0,392,441.0,15640.0,9.25,25.0,Moderate
1171,136716,Arizona,Male,852.0,344,450.0,394,498.0,19967.0,12.5,25.0,Moderate
1172,145310,CA,Female,3100.0,133,488.0,306,497.0,18262.0,18.33333333,20.0,Moderate
1173,40351,FL,Female,1074.0,505,524.0,528,553.0,16470.0,28.0,30.0,Moderate
1174,43321,FL,Female,1452.0,352,397.0,410,467.0,20619.0,25.0,25.0,Moderate
1175,14009,MI,Female,813.0,246,263.0,297,313.0,11406.0,9.25,3.0,Low
1176,187517,TX,Male,333.0,205,219.0,278,319.0,10286.0,16.42857143,25.0,Low
1177,22924,SC,Female,536.0,261,296.0,278,307.0,8438.0,4.944444444,10.0,Low
1178,65124,MI,Female,850.0,484,501.0,465,495.0,17174.0,8.230769231,5.0,Moderate
1179,98437,IL,Female,443.0,268,347.0,320,380.0,12966.0,5.727272727000001,10.0,Low
1180,54369,MS,Male,467.0,206,261.0,260,308.0,9725.0,6.666666667,6.0,Low
1181,155856,CA,Female,1207.0,284,303.0,458,488.0,19872.0,7.25,10.0,Low
1182,107321,NE,Male,490.0,250,299.0,288,345.0,11320.0,3.269230769,20.0,Low
1183,139500,NM,Female,805.0,207,243.0,237,289.0,10226.0,8.266666667,20.0,Low
1184,108381,LA,Male,638.0,220,243.0,255,291.0,11076.0,15.66666667,20.0,Low
1185,129653,CO,Male,1208.0,571,594.0,616,660.0,20295.0,15.0,15.0,Moderate
1186,102795,MO,Male,198.0,208,252.0,261,297.0,9961.0,15.0,10.0,Low
1187,178085,OR,Male,443.0,204,218.0,232,267.0,9473.0,10.42857143,20.0,Low
1188,12819,MO,Female,1284.0,410,539.0,532,642.0,24921.0,13.44444444,20.0,Moderate
1189,99543,MO,Male,675.0,312,352.0,343,365.0,10538.0,5.785714286,15.0,Low
1190,65804,MI,Female,668.0,272,369.0,311,391.0,17206.0,6.4117647060000005,10.0,Low
1191,35947,FL,Female,575.0,232,259.0,255,289.0,9634.0,7.666666667,14.0,Low
1192,152961,CA,Female,2375.0,428,471.0,535,571.0,23387.0,20.0,8.0,Moderate
1193,161129,CA,Female,1091.0,330,348.0,382,397.0,14093.0,11.95238095,20.0,Low
1194,177315,OR,Male,1015.0,354,360.0,404,422.0,13340.0,8.25,15.0,Low
1195,104755,KS,Male,1413.0,634,665.0,727,755.0,27583.0,8.285714286000001,16.0,Moderate
1196,147838,CA,Female,3738.0,534,581.0,599,683.0,26455.0,16.0,20.0,Moderate
1197,182748,WA,Male,849.0,281,327.0,327,380.0,14308.0,13.30769231,12.0,Low
