,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
2515,0,0,1,1,5,1,2011,1,3,25360.10404,21442,108,16,83,0,2,518.4
2516,0,2,0,2,7,1,2011,1,14,4374.038985,34516,113,12,70,3,1,42.950852
2517,0,0,0,0,0,0,2011,2,8,4953.358432,0,68,11,90,0,4,342.468248
2518,0,2,2,0,2,2,2011,2,1,4590.811214,28354,118,33,20,0,1,320.327775
2519,0,0,2,0,2,2,2011,1,21,5062.37379,0,72,22,58,0,5,345.6
2520,1,0,3,0,0,1,2011,1,26,9075.768214,37722,116,8,23,0,8,158.077504
2521,0,0,1,0,1,0,2011,1,25,8133.157212,32021,70,12,58,0,2,336.0
2522,0,0,1,0,2,1,2011,2,24,2869.301319,13393,73,31,11,0,1,34.708194
2523,0,0,2,0,0,1,2011,2,5,27937.75093,13624,117,4,11,0,2,561.6
2524,0,0,2,0,1,1,2011,1,19,2606.186321,27800,67,9,78,0,1,321.6
2525,0,0,2,0,1,1,2011,2,4,7764.273102,58419,191,29,6,0,1,202.468807
2526,0,1,0,0,2,1,2011,2,8,18380.39026,50407,92,30,67,0,2,352.060768
2527,0,1,1,0,2,2,2011,2,5,6102.953572,0,84,0,76,0,4,856.347474
2528,0,0,0,0,0,1,2011,1,24,9191.672825,77603,114,10,83,0,8,547.2
2529,0,2,2,0,2,1,2011,1,23,9581.281433,75606,119,6,97,0,7,571.2
2530,0,1,1,0,2,1,2011,2,19,7532.262392,41458,98,6,67,0,3,191.100227
2531,0,0,2,0,2,1,2011,1,20,2795.321353,0,74,6,61,0,1,420.765993
2532,0,1,0,0,2,1,2011,2,25,5673.840992,0,82,13,87,0,7,445.001296
2533,0,0,1,0,2,1,2011,1,1,15016.18511,70619,187,2,84,0,3,293.948632
2534,0,1,4,0,2,1,2011,1,10,3087.249746,41273,77,16,19,0,1,221.226696
2535,0,0,2,0,2,1,2011,1,6,5480.701059,46946,70,10,37,0,9,336.0
2536,0,2,2,1,5,1,2011,2,13,7944.973807,0,113,10,97,0,9,542.4
2537,0,0,1,0,0,0,2011,1,14,8543.247323,99180,106,15,20,0,3,33.751887
2538,1,0,2,0,0,1,2011,2,24,5380.898636,55350,67,0,13,0,9,321.6
2539,1,0,2,0,2,1,2011,1,10,4650.063763,28215,65,15,26,0,3,468.0
2540,0,0,2,0,2,1,2011,1,30,36946.06393,75425,116,25,88,1,2,663.643801
2541,0,1,0,2,6,1,2011,1,25,3314.55133,63583,83,15,8,0,1,167.39959
2542,0,0,1,0,0,0,2011,1,12,4566.377261,0,66,27,28,0,3,475.2
2543,1,1,0,0,2,1,2011,1,27,5597.12496,37995,139,16,50,0,1,667.2
2544,0,0,3,0,1,2,2011,1,23,2540.551456,37125,63,29,78,0,1,290.911693
2545,0,0,2,0,2,1,2011,1,29,2939.330187,53357,73,4,77,0,1,55.320014
2546,0,0,1,1,5,1,2011,1,23,16068.34838,70140,199,25,15,0,7,955.2
2547,0,0,2,0,1,0,2011,1,16,7360.873696,52380,186,27,76,2,1,892.8
2548,0,0,0,1,4,1,2011,1,29,2700.985899,79292,67,18,58,0,1,55.394702
2549,0,1,2,0,2,0,2011,1,12,3095.705571,0,92,31,24,1,1,774.892461
2550,0,1,2,0,1,1,2011,1,25,4383.751482,0,123,14,97,0,1,1480.336748
2551,0,1,0,0,0,2,2011,1,1,9928.874825,75425,123,3,49,0,6,823.798803
2552,0,0,1,0,2,1,2011,1,23,2399.17815,20992,64,21,73,0,1,307.2
2553,0,1,1,1,5,1,2011,1,28,3402.777293,57428,85,34,40,1,1,414.649796
2554,0,0,2,2,8,1,2011,2,18,8711.302422,92606,109,26,75,0,3,287.437831
2555,0,0,0,0,2,1,2011,1,31,4358.762008,86001,109,4,27,1,1,523.2
2556,1,0,3,0,0,0,2011,1,19,2551.226692,79751,63,15,67,0,1,392.235698
2557,0,0,1,0,2,1,2011,2,9,5642.747998,68654,71,32,21,2,9,208.048487
2558,0,0,3,0,1,1,2011,2,17,4151.667368,0,61,7,71,3,9,208.892861
2559,0,0,4,0,1,1,2011,1,26,2842.025913,92629,72,22,1,3,1,60.845685
2560,0,0,0,1,4,1,2011,1,12,8791.444942,54094,112,9,51,0,4,502.994931
2561,0,0,2,0,2,1,2011,2,2,8268.272933,95419,70,6,61,3,2,336.0
2562,0,0,0,0,2,1,2011,1,15,8581.637267,66466,71,20,35,0,2,293.016168
2563,0,1,0,0,1,1,2011,1,1,5244.40475,68131,130,22,27,0,1,226.607648
2564,0,0,1,0,0,1,2011,1,12,8509.019846,56481,106,7,17,0,3,273.250112
2565,0,0,2,0,1,0,2011,2,10,4743.615503,70082,119,17,23,0,1,571.2
2566,0,0,1,1,3,1,2011,2,8,22754.66137,51437,115,35,30,0,2,244.086665
2567,0,0,0,0,2,1,2011,1,26,5335.015944,0,73,6,97,0,9,525.6
2568,0,1,2,1,5,1,2011,2,10,6966.319103,27972,90,13,7,0,8,240.318607
2569,0,1,0,0,2,1,2011,2,11,21205.37785,24930,76,7,16,0,2,364.8
2570,0,2,3,0,2,1,2011,2,6,4271.200049,26245,110,6,43,0,1,44.284642
2571,0,0,1,0,2,0,2011,2,5,5580.818466,57883,69,4,0,0,9,431.847824
2572,0,0,2,1,4,1,2011,1,5,2224.089639,0,64,20,4,0,1,483.25721
2573,0,0,2,0,2,0,2011,1,17,2709.539796,58828,68,13,98,0,1,446.751243
2574,0,0,2,1,4,1,2011,1,10,2890.338106,51906,73,29,78,0,1,374.864662
2575,0,1,2,0,2,1,2011,1,31,6403.577368,28095,82,18,2,0,8,393.6
2576,0,0,1,0,1,1,2011,2,16,5981.381645,88723,74,12,94,0,8,355.2
2577,0,1,0,1,5,1,2011,1,16,6225.022266,53078,79,29,81,2,8,200.97608
2578,0,0,1,0,0,1,2011,1,30,8496.358981,88895,106,0,87,0,8,209.863509
2579,0,1,1,1,3,1,2011,1,8,10213.99111,60078,127,23,60,0,3,140.819942
2580,0,0,2,0,0,1,2011,2,27,4547.162694,0,67,26,4,0,3,321.6
2581,0,0,3,1,3,1,2011,2,8,5741.696078,45820,71,4,89,0,8,249.742856
2582,0,0,1,0,0,1,2011,2,14,2388.353882,0,73,12,84,0,1,677.970934
2583,0,2,2,1,3,1,2011,1,19,12624.96121,12439,115,22,78,0,2,552.0
2584,1,0,1,0,2,1,2011,1,27,8382.478392,25998,71,16,38,0,2,791.878042
2585,0,0,2,0,2,0,2011,1,31,4964.666365,98451,62,19,57,0,3,316.546868
2586,0,0,1,1,4,0,2011,1,11,2871.437451,23803,72,11,90,0,1,410.548521
2587,0,1,2,2,7,0,2011,2,14,13080.78528,0,124,12,58,0,2,595.2
2588,0,0,0,0,2,1,2011,1,13,2482.411991,26100,67,6,29,0,1,482.4
2589,0,0,1,0,2,1,2011,1,16,2726.834065,0,73,8,63,0,1,376.923839
2590,0,0,3,0,2,1,2011,2,5,4776.186527,0,67,10,38,0,9,315.215329
2591,0,1,1,0,2,1,2011,2,3,6091.89923,65252,78,27,75,0,9,482.48791
2592,1,1,1,0,2,1,2011,2,3,5015.009472,48567,130,12,15,0,1,624.0
2593,1,2,0,0,2,2,2011,1,21,9035.671134,34337,113,20,44,0,9,542.4
2594,0,2,2,0,2,1,2011,1,1,4381.880534,20394,115,28,84,0,1,508.614758
2595,0,1,0,0,0,0,2011,2,25,5775.517825,0,76,20,17,0,6,784.611446
2596,1,0,0,0,1,0,2011,1,18,4250.282624,0,61,17,1,1,7,292.8
2597,0,0,2,0,0,0,2011,2,2,2347.048112,31617,62,17,29,1,1,244.269407
2598,0,0,0,1,5,1,2011,1,16,6940.069184,0,62,31,30,1,2,297.6
2599,0,0,3,0,2,1,2011,1,7,2572.506605,21104,66,34,74,0,1,118.454974
2600,0,0,2,0,1,0,2011,1,14,41491.74481,37748,181,21,22,2,2,868.8
2601,0,1,1,0,2,1,2011,1,18,3571.346578,0,96,19,30,0,1,438.661509
2602,0,1,1,1,5,1,2011,1,7,12734.21253,25023,82,31,38,0,2,397.139856
2603,0,0,2,2,8,1,2011,2,24,4529.112791,0,62,22,57,0,9,271.164139
2604,0,2,1,0,0,0,2011,1,13,4177.876779,14108,109,27,88,0,1,523.2
2605,0,1,0,0,2,1,2011,1,26,9824.745841,23923,82,29,61,1,2,393.6
2606,0,0,0,2,7,1,2011,2,17,2430.801647,0,67,1,19,0,1,321.6
2607,1,1,3,0,0,1,2011,2,20,19160.98994,22705,239,19,59,0,7,1294.700423
2608,0,1,0,1,5,2,2011,1,25,3301.518961,0,89,10,83,0,1,427.2
2609,0,0,2,0,1,2,2011,1,3,4692.098956,0,69,31,89,0,5,506.92275
2610,1,0,2,0,0,1,2011,2,5,8092.87696,50825,102,3,46,0,3,369.614729
2611,0,0,2,0,2,0,2011,2,22,3964.534974,14616,106,16,23,0,1,575.260213
2612,0,0,0,1,4,1,2011,1,17,2497.531509,0,69,5,74,0,1,272.381465
2613,0,1,2,0,2,1,2011,2,12,9656.212573,29504,125,16,29,0,9,1224.56345
2614,0,2,2,1,4,1,2011,2,6,8888.143979,58789,111,4,69,0,3,215.438825
2615,0,0,2,0,1,1,2011,1,18,7347.410517,29491,61,26,62,0,2,292.8
2616,0,2,0,0,2,1,2011,1,19,8578.364528,78077,107,11,47,2,6,438.069458
2617,0,1,0,0,2,0,2011,1,18,3467.323976,0,96,2,53,0,1,799.251165
2618,0,0,1,2,6,1,2011,1,13,8901.468512,76558,74,2,45,0,2,216.980413
2619,1,0,1,0,2,1,2011,2,5,2619.337376,78618,66,7,56,0,1,225.578841
2620,1,0,1,1,5,1,2011,1,21,8838.085637,82664,114,24,10,3,9,133.425609
2621,0,1,4,0,0,1,2011,1,16,10127.77087,23053,132,5,97,0,8,780.941649
2622,0,0,1,0,2,1,2011,1,5,4633.452912,50250,117,3,93,0,1,561.6
2623,0,0,0,0,2,1,2011,2,3,7796.000083,32169,199,0,74,0,1,785.82348
2624,0,1,3,1,5,1,2011,2,15,2993.024583,0,80,28,97,0,1,286.115778
2625,0,0,2,1,4,1,2011,1,6,7985.472561,99069,66,7,28,0,2,77.442722
2626,1,1,2,0,2,0,2011,1,5,3508.569533,20978,98,19,96,1,1,1176.2788
2627,1,0,2,0,0,1,2011,2,2,2722.210707,17576,71,29,70,0,1,398.502948
2628,0,0,1,0,2,1,2011,1,22,2783.583044,42297,71,29,62,0,1,200.38673
2629,0,2,1,2,6,0,2011,1,21,8649.997286,0,115,0,3,0,3,824.597262
2630,0,0,2,0,2,1,2011,1,5,4652.91278,0,63,21,23,0,7,151.231247
2631,0,2,4,0,0,1,2011,1,11,8395.806331,0,110,22,72,0,9,161.092415
2632,0,0,2,0,2,1,2011,1,14,8804.53711,48990,74,3,20,0,2,355.2
2633,0,0,2,0,1,1,2011,2,28,7155.337765,16916,64,31,31,0,2,377.512951
2634,1,0,1,0,0,2,2011,2,25,3954.344534,18375,103,8,50,0,1,535.080276
2635,0,0,2,0,1,1,2011,1,17,15032.9003,17150,65,28,19,0,2,689.800891
2636,1,0,1,0,0,1,2011,1,12,8257.666512,23815,73,4,47,0,2,424.330166
2637,0,0,2,0,2,2,2011,1,19,9256.918609,21947,118,30,76,0,9,566.4
2638,0,1,1,0,0,1,2011,1,20,6507.751779,0,97,4,11,0,4,863.219668
2639,1,0,1,0,2,1,2011,1,21,2530.705137,89451,63,11,2,0,1,61.769564
2640,0,0,1,1,4,1,2011,2,10,5482.549359,79325,68,4,31,0,4,251.294821
2641,0,0,2,0,2,1,2011,2,26,4050.506193,88454,101,8,89,0,1,308.749796
2642,0,1,0,0,1,1,2011,1,10,6326.679236,0,87,2,41,0,3,417.6
2643,0,0,2,0,2,1,2011,2,4,2627.76229,20943,69,0,86,0,1,240.00056
2644,0,0,1,0,1,1,2011,2,7,7814.604545,51972,66,19,22,0,2,316.8
2645,0,1,2,0,0,1,2011,1,16,6314.579645,54408,79,29,17,0,4,288.329793
2646,0,1,1,0,1,1,2011,1,20,6386.278164,23751,82,4,9,1,7,586.921708
2647,0,0,1,0,1,0,2011,2,11,2537.969253,37612,64,0,32,0,1,307.2
2648,0,0,1,0,1,0,2011,2,28,5335.375586,91603,69,4,92,2,3,472.67262
2649,0,0,0,0,2,1,2011,1,10,4549.079221,0,62,12,53,0,3,639.758314
2650,0,1,0,1,5,1,2011,1,8,4836.21886,16450,128,6,81,0,1,871.484565
2651,0,1,1,1,3,1,2011,2,24,6478.801192,50864,83,18,86,1,4,158.362972
2652,0,0,2,0,2,1,2011,2,16,35440.14262,74560,110,31,20,0,2,528.0
2653,0,0,0,0,2,1,2011,2,24,2404.380963,62488,62,35,47,2,1,200.689331
2654,0,2,1,0,0,1,2011,2,14,9264.565015,55837,117,16,35,0,9,741.867506
2655,0,0,2,0,2,1,2011,2,28,2433.024631,0,66,12,71,0,1,475.2
2656,0,0,2,0,0,0,2011,1,6,5367.089817,97742,67,33,57,0,5,67.648392
2657,0,0,1,0,2,1,2011,1,24,2452.360892,0,69,13,75,0,1,496.8
2658,1,0,0,0,2,2,2011,1,2,8646.504109,64125,108,3,44,0,3,369.818708
2659,0,0,2,0,1,1,2011,1,6,4340.086445,0,62,22,39,0,6,446.4
2660,0,0,4,1,5,1,2011,1,20,4930.949334,70412,61,27,12,0,3,136.291083
2661,0,0,1,0,1,1,2011,1,20,5292.632491,0,70,13,8,0,3,336.0
2662,0,2,0,0,1,0,2011,1,26,8986.610653,66267,111,23,95,0,3,1093.708851
2663,0,1,2,1,4,1,2011,1,21,5619.967791,0,82,14,23,0,6,863.935307
2664,0,1,0,1,5,2,2011,1,12,10340.45566,40882,89,6,17,0,2,393.637436
2665,1,1,0,0,1,0,2011,1,20,6369.262355,34498,83,30,72,0,7,398.4
2666,0,0,0,0,2,0,2011,1,30,2767.5949,0,74,0,52,0,1,355.2
2667,0,0,0,1,5,1,2011,2,20,4831.421687,23228,64,4,0,1,6,307.2
2668,1,0,2,0,1,1,2011,2,26,4282.947971,40864,109,16,70,1,1,166.937747
2669,0,0,3,0,1,2,2011,1,11,5718.276608,46133,73,7,78,0,5,19.626306
2670,1,0,2,0,1,1,2011,2,9,2580.849899,46900,66,13,59,0,1,316.8
2671,0,1,0,0,1,1,2011,2,11,6481.382268,0,92,1,17,0,6,441.6
2672,0,0,3,0,1,1,2011,2,10,5133.414764,53390,64,13,41,0,5,278.999409
2673,0,0,2,1,5,1,2011,1,25,9369.639891,99185,115,8,19,0,3,449.428182
2674,0,1,1,2,6,2,2011,1,10,3196.578455,62815,80,14,84,0,1,47.061469
2675,0,0,2,0,1,1,2011,2,28,4720.608872,26277,61,17,30,0,4,292.8
2676,0,2,4,0,2,1,2011,1,16,8861.900439,41854,110,17,44,0,8,481.269644
2677,0,1,2,0,2,1,2011,2,4,6032.737631,0,86,4,56,0,8,412.8
2678,0,1,0,0,0,1,2011,1,14,6832.36853,66627,85,32,55,0,8,733.21126
2679,0,0,0,0,1,1,2011,2,28,2242.090803,12131,64,32,60,1,1,251.44949
2680,0,0,0,0,1,1,2011,2,3,4157.698118,0,110,4,61,0,1,528.0
2681,0,1,1,0,0,2,2011,1,1,6189.122455,0,90,4,18,0,5,648.0
2682,0,0,2,0,1,1,2011,2,10,5643.724704,33317,72,18,31,1,3,345.6
2683,1,0,4,0,1,1,2011,2,22,5332.462694,68931,66,32,30,0,7,309.577946
2684,0,0,2,0,1,2,2011,2,26,2121.313061,0,67,6,60,1,1,321.6
2685,0,0,0,0,1,2,2011,1,5,8281.740124,19189,108,21,9,0,3,518.4
2686,0,0,3,0,0,1,2011,1,20,7835.929299,49390,195,31,15,0,1,738.05105
2687,0,0,2,0,0,2,2011,2,6,2552.913868,33124,67,35,7,0,1,80.119997
2688,0,0,2,0,2,0,2011,1,31,2795.410029,40516,70,21,31,0,1,137.168874
2689,1,0,0,0,2,1,2011,1,2,8007.399376,0,112,12,93,0,3,537.6
2690,0,1,2,0,1,1,2011,1,6,6886.324494,34615,87,6,73,0,7,417.6
2691,0,0,2,0,2,2,2011,2,7,5106.781547,29894,72,9,69,4,3,16.510134
2692,0,1,1,1,5,1,2011,2,7,5612.375586,0,79,32,2,0,3,379.2
2693,0,1,0,0,0,1,2011,1,30,5658.912313,0,84,32,96,0,4,847.490817
2694,0,0,0,0,0,1,2011,2,22,7263.599744,86732,180,0,95,0,1,204.373113
2695,0,1,3,1,4,1,2011,1,21,8712.157741,68516,216,17,0,0,1,95.693949
2696,0,0,4,0,1,1,2011,1,10,9198.685111,31562,115,14,6,0,3,552.0
2697,0,0,0,0,0,1,2011,1,10,5162.370678,0,74,33,92,0,4,582.420512
2698,0,1,1,0,2,0,2011,1,5,6289.946999,24477,79,15,32,0,3,379.2
2699,0,0,3,0,2,1,2011,1,31,3649.708655,0,100,31,80,0,1,480.0
2700,0,1,2,0,1,1,2011,2,24,6766.558551,20046,87,15,59,0,3,417.6
2701,0,0,1,1,5,1,2011,1,12,4631.011293,78152,114,18,35,0,1,547.2
2702,0,0,1,0,2,2,2011,1,14,6810.52531,0,65,7,47,0,2,733.522405
2703,0,0,2,0,2,2,2011,1,7,9378.634228,36067,117,30,78,0,3,561.6
2704,0,0,1,1,5,0,2011,2,15,15762.53198,44362,66,15,75,0,2,142.113373
2705,0,0,3,0,0,1,2011,1,6,2635.505781,77350,66,11,4,0,1,316.8
2706,0,0,2,0,2,0,2011,1,29,5741.72743,86641,71,17,79,0,6,161.752532
2707,0,0,2,0,1,1,2011,1,27,8414.942855,72258,105,8,50,0,4,12.497538
2708,0,0,1,1,5,1,2011,1,3,9123.911266,70737,114,25,12,0,4,741.655597
2709,0,2,1,0,2,1,2011,2,16,15994.008,0,159,19,75,0,2,1410.16929
2710,0,1,2,0,2,2,2011,1,10,9022.08313,0,125,7,99,0,3,988.535078
2711,0,1,2,0,2,1,2011,1,24,4759.664624,0,81,10,80,3,3,388.8
2712,0,0,1,0,0,1,2011,1,9,3993.882994,17672,110,28,16,0,1,792.0
2713,0,2,0,1,4,1,2011,1,14,18853.73945,0,173,24,21,0,2,1245.6
2714,0,0,0,0,2,1,2011,1,22,8840.193762,47297,115,10,46,4,4,796.130111
2715,0,1,4,1,5,1,2011,1,9,6696.903521,57240,83,18,79,0,7,83.652384
2716,0,0,1,0,1,1,2011,1,22,8476.082867,28181,109,32,41,0,3,523.2
2717,0,0,1,0,2,1,2011,1,26,5205.748188,31275,66,26,0,0,3,316.8
2718,0,0,2,2,7,0,2011,2,17,6141.961623,0,182,24,45,0,1,1310.4
2719,1,2,1,1,4,1,2011,2,28,4376.363592,63774,111,18,63,0,1,60.036683
2720,0,0,0,0,2,1,2011,1,5,12375.02163,78441,103,6,73,0,2,613.866905
2721,0,0,2,0,0,0,2011,1,31,3451.10244,0,104,19,65,2,1,499.2
2722,0,1,2,1,3,0,2011,1,23,8107.26533,0,76,0,91,0,2,364.8
2723,0,0,2,0,2,1,2011,2,12,8662.048958,0,117,0,65,0,4,511.422666
2724,0,0,0,0,1,1,2011,2,1,8696.907111,91423,109,3,71,1,5,435.796252
2725,0,0,1,1,5,2,2011,2,26,2535.266473,86933,63,3,64,0,1,269.563038
2726,0,0,4,0,2,0,2011,2,2,5633.741543,65255,72,3,65,2,3,321.457124
2727,0,0,0,1,4,1,2011,2,7,5176.730072,41533,65,2,46,0,9,232.879766
2728,0,0,2,0,0,1,2011,1,16,5531.723723,50097,71,25,81,0,5,17.484679
2729,0,0,1,0,2,1,2011,2,28,2810.671023,73858,72,8,59,3,1,422.59237
2730,0,0,2,0,1,1,2011,2,22,2780.729047,94943,69,3,22,0,1,387.545055
2731,0,0,2,0,2,1,2011,2,21,2572.452634,72685,68,20,97,5,1,14.464783
2732,0,0,2,0,2,1,2011,1,23,7664.219255,60184,199,7,44,1,1,161.61574
2733,0,0,0,1,5,0,2011,2,13,3839.746159,0,106,29,38,0,1,763.2
2734,0,0,0,0,2,1,2011,1,8,2509.268453,74045,64,23,83,0,1,307.2
2735,0,1,0,0,2,1,2011,2,11,14566.09246,52564,122,33,28,0,2,42.131925
2736,0,1,1,0,1,1,2011,1,6,3220.775528,19098,87,35,3,0,1,417.6
2737,0,1,2,0,2,1,2011,1,25,3199.824902,78784,80,33,72,0,1,239.964694
2738,0,0,2,0,2,1,2011,2,20,16045.10952,0,65,10,10,0,2,163.046956
2739,0,0,2,0,0,1,2011,2,17,4918.916267,29256,63,33,41,0,5,302.4
2740,0,0,0,1,5,1,2011,1,31,5623.757656,77912,71,2,21,1,3,23.89816
2741,0,0,2,0,2,2,2011,2,25,5677.465907,45345,72,28,86,0,3,99.039453
2742,0,1,2,1,5,1,2011,1,7,3016.444225,25630,86,8,63,0,1,412.8
2743,0,0,2,0,2,2,2011,2,12,5279.124682,22280,68,10,48,0,3,169.414572
2744,0,0,0,1,4,0,2011,2,24,4803.935174,0,69,31,25,0,7,496.8
2745,0,0,3,0,0,0,2011,2,11,2608.786334,61567,65,35,78,0,1,39.532978
2746,0,0,0,0,2,1,2011,1,9,7832.569008,34644,66,7,36,0,2,316.8
2747,0,0,2,1,5,1,2011,2,5,4260.33573,26991,119,34,65,0,1,856.8
2748,0,0,1,0,1,0,2011,1,19,2369.369299,49746,61,5,88,0,1,624.42874
2749,0,0,0,2,8,1,2011,2,21,20604.01627,0,72,8,61,1,2,723.010515
2750,0,0,2,1,3,1,2011,1,8,2652.067994,49625,66,29,9,0,1,261.549577
2751,0,0,2,1,3,1,2011,2,14,2597.864075,49308,65,7,97,0,1,150.235884
2752,0,1,3,0,2,1,2011,1,14,7712.436971,63624,95,10,5,0,5,175.243467
2753,0,0,3,0,2,2,2011,1,11,4698.88415,80358,116,19,2,0,1,443.637243
2754,0,1,2,0,2,1,2011,2,24,3403.919366,38460,88,15,1,1,1,91.55098
2755,0,0,0,0,1,1,2011,1,2,4355.702301,0,64,22,22,0,4,460.8
2756,0,0,1,0,2,1,2011,1,3,11095.97445,0,101,10,48,0,2,727.2
2757,0,1,0,0,0,0,2011,2,15,3300.684961,0,92,3,9,0,1,711.323244
2758,0,1,2,0,2,1,2011,1,20,6981.081694,34835,89,1,45,2,9,294.691896
2759,0,1,1,1,3,1,2011,1,5,16922.12519,93836,139,1,19,0,2,497.353106
2760,0,0,3,2,7,0,2011,1,23,7639.670244,34075,196,8,87,0,1,451.896687
2761,0,0,1,0,0,1,2011,1,2,19237.77089,35624,66,6,55,2,2,227.44626
2762,0,0,4,0,2,1,2011,1,2,2915.649943,83218,72,6,42,0,1,245.103885
2763,0,0,1,0,1,1,2011,2,14,4196.429642,24641,105,12,82,0,1,504.0
2764,1,0,1,1,5,1,2011,2,24,16473.16905,22828,106,11,54,0,2,508.8
2765,0,0,2,0,0,1,2011,1,13,2657.570431,0,71,22,25,0,1,340.8
2766,0,1,3,0,2,1,2011,1,27,3267.709691,28729,90,26,19,3,1,338.744392
2767,0,0,1,0,2,1,2011,1,14,2584.532849,72731,65,10,7,0,1,125.704164
2768,0,0,2,0,2,1,2011,2,13,5503.919257,59932,71,16,77,1,3,116.600107
2769,0,0,2,0,0,0,2011,2,16,8021.067105,54292,67,4,26,0,2,321.6
2770,0,0,1,0,1,1,2011,2,21,19606.35999,0,194,0,22,0,2,931.2
2771,0,0,1,0,0,1,2011,1,14,1904.000852,0,63,22,7,3,1,302.4
2772,0,1,2,0,2,1,2011,1,24,7288.297591,59414,91,23,21,0,3,340.32278
2773,0,1,0,0,2,1,2011,1,8,5553.521059,96587,138,31,99,0,1,749.244062
2774,0,0,1,0,0,1,2011,1,11,11702.34819,0,111,15,12,0,2,532.8
2775,0,1,2,0,2,1,2011,2,26,36897.79765,0,133,0,59,0,2,638.4
2776,0,0,2,0,1,2,2011,1,25,2957.102851,94362,74,21,96,0,1,195.405949
2777,0,0,1,0,0,1,2011,1,12,19643.54421,84488,61,33,71,0,2,208.885686
2778,0,2,2,0,1,1,2011,1,21,4111.888285,65085,103,20,55,0,1,480.073548
2779,0,0,1,0,2,1,2011,2,9,15122.99194,0,72,35,86,0,2,518.4
2780,0,0,2,2,7,0,2011,1,14,12807.09083,0,69,32,21,0,2,450.760925
2781,0,0,0,0,2,0,2011,1,20,2500.241685,0,67,4,44,0,1,664.128009
2782,0,0,2,0,2,0,2011,2,14,4260.709139,0,62,1,73,0,3,446.4
2783,0,0,1,0,2,1,2011,2,20,2609.533154,60798,66,21,57,0,1,316.8
2784,0,0,0,2,8,0,2011,1,9,10796.44832,30761,69,16,16,2,2,331.2
2785,0,0,2,0,2,2,2011,2,21,2590.654042,25981,65,33,38,0,1,77.54669
2786,0,2,1,0,2,1,2011,2,12,29199.81072,67739,149,4,76,0,2,270.373444
2787,0,0,4,0,2,1,2011,1,29,4194.659772,25581,105,9,21,0,1,429.695284
2788,0,0,0,0,1,1,2011,1,11,10314.52484,99759,65,12,25,3,2,74.463101
2789,0,0,0,0,2,1,2011,1,18,9028.307862,76514,112,19,0,0,3,573.941286
2790,1,0,1,0,1,2,2011,2,25,3954.344534,18375,103,8,50,0,1,535.080276
2791,0,1,1,0,1,0,2011,1,20,6089.517361,21832,84,29,39,0,3,403.2
2792,0,2,2,0,2,1,2011,2,26,12827.42831,0,117,25,43,0,2,842.4
2793,0,0,2,1,4,1,2011,1,13,9135.291575,95330,113,1,1,0,3,542.4
2794,0,0,2,0,1,0,2011,1,26,7902.681227,0,106,21,25,0,9,634.396608
2795,0,0,2,0,2,1,2011,2,8,14827.91055,0,68,31,69,2,2,326.4
2796,0,0,1,0,0,1,2011,2,21,2500.834374,25899,63,20,36,0,1,302.4
2797,0,0,1,0,1,1,2011,2,24,5395.346288,0,74,13,30,0,4,355.2
2798,0,0,1,0,2,1,2011,1,21,2651.615963,33201,66,9,56,0,1,314.044227
2799,0,0,2,0,1,1,2011,1,13,2119.894333,18287,61,6,56,4,1,292.8
2800,0,1,4,0,2,0,2011,2,13,7155.471967,76506,89,35,65,0,8,427.2
2801,0,1,0,0,2,2,2011,2,19,5994.226432,41859,76,18,58,0,5,166.1306
2802,0,1,2,0,1,0,2011,1,25,22647.21772,27504,91,26,45,0,2,436.8
2803,0,0,0,1,3,1,2011,2,21,2833.797966,45360,73,16,71,0,1,350.4
2804,1,1,2,1,4,1,2011,1,11,22332.43946,49078,97,10,3,0,2,484.013411
2805,0,1,0,0,0,1,2011,2,12,5846.41534,0,90,16,66,2,6,648.0
2806,0,0,2,1,4,1,2011,2,15,2867.211836,91810,71,27,43,0,1,165.520952
2807,0,1,2,0,2,1,2011,2,20,14435.66453,70600,122,26,5,1,2,636.982333
2808,0,1,2,2,7,1,2011,1,19,5237.477743,33554,131,25,36,0,1,934.656068
2809,0,0,1,0,2,2,2011,1,15,7710.912153,77642,64,20,14,0,2,282.146354
2810,0,0,2,0,2,1,2011,1,13,5158.576449,25963,66,11,35,0,9,298.954932
2811,0,1,1,0,0,2,2011,2,23,5414.897604,57452,136,25,10,1,1,652.8
2812,0,1,3,0,2,1,2011,1,10,2903.749709,0,77,15,89,0,1,491.66348
2813,0,0,0,0,2,1,2011,1,26,5575.751228,91416,69,4,39,0,5,109.904496
2814,0,0,1,0,2,1,2011,1,30,2616.409509,22000,69,27,36,0,1,383.224514
2815,0,2,1,0,1,2,2011,1,27,4617.838205,41167,118,16,4,0,1,554.957693
2816,0,0,0,0,1,0,2011,1,26,20123.86854,0,70,18,23,0,2,504.0
2817,0,1,1,1,4,0,2011,1,12,3200.795405,0,86,8,37,0,1,412.8
2818,0,0,2,0,2,1,2011,1,31,8583.854913,53944,71,13,20,0,2,340.8
2819,1,0,2,0,0,2,2011,2,10,4349.30875,75648,108,28,10,0,1,112.660916
2820,0,0,1,0,1,1,2011,1,5,4729.593583,29414,64,2,32,0,3,71.303109
